"","age","female","hisp","education","earnings","hours","week","union","uncov","region","race","marital"
"8307",30,0,0,12,35000,40,52,0,0,1,1,7
"8308",30,0,0,14,29000,40,49,0,0,1,1,1
"8309",30,1,0,14,38000,40,52,0,0,1,1,1
"8310",53,0,0,18,169000,50,52,0,0,1,1,1
"8311",23,1,0,13,22000,40,52,0,0,1,1,7
"8312",40,1,0,18,51000,40,52,0,0,1,1,2
"8313",35,0,0,13,70000,40,52,0,0,1,1,1
"8314",39,1,0,13,25000,36,52,0,0,1,1,1
"8315",49,0,0,12,28000,40,52,0,0,1,1,1
"8316",41,0,0,13,37000,48,52,0,0,1,1,1
"8317",50,1,0,13,34000,46,52,0,0,1,1,1
"8318",41,0,0,11,20800,40,52,0,0,1,1,1
"8319",39,1,0,14,30000,40,52,0,0,1,1,1
"8320",47,0,0,12,30002,40,52,0,0,1,1,1
"8321",27,1,0,16,25000,40,52,0,0,1,1,1
"8322",46,0,0,13,28000,40,52,0,0,1,1,6
"8323",52,0,0,13,42000,40,52,0,0,1,1,5
"8324",51,1,0,13,26000,40,52,0,0,1,1,4
"8325",53,0,0,16,104000,40,52,0,0,1,4,1
"8326",49,1,0,12,24000,40,52,0,0,1,4,1
"8327",47,0,0,12,65000,50,50,0,0,1,1,1
"8328",49,1,0,12,36000,40,52,0,0,1,1,1
"8329",22,1,0,12,36000,50,52,0,0,1,1,7
"8330",52,1,0,12,30000,38,52,0,0,1,1,1
"8331",59,1,0,12,30000,40,52,0,0,1,1,1
"8332",57,0,0,12,35000,45,52,0,0,1,1,1
"8333",53,1,0,12,15000,42,52,0,0,1,1,1
"8334",49,1,0,14,65000,45,52,0,0,1,1,5
"8335",22,0,0,14,32000,50,52,0,0,1,1,7
"8336",34,0,0,12,55000,60,52,0,0,1,1,1
"8337",40,0,0,12,30000,40,52,0,0,1,1,1
"8338",34,1,0,12,32000,36,52,0,0,1,1,5
"8339",38,0,0,16,52000,40,52,0,0,1,1,1
"8340",42,1,0,16,36000,40,52,0,0,1,1,1
"8341",44,0,0,16,70000,40,52,0,0,1,1,1
"8342",41,1,0,16,17000,40,52,0,0,1,1,1
"8343",47,0,0,12,33000,40,52,0,0,1,1,1
"8344",58,0,0,12,61000,40,52,0,0,1,1,1
"8345",25,0,0,8,52000,40,52,0,0,1,1,1
"8346",62,0,0,16,30000,45,52,0,0,1,1,5
"8347",36,0,0,14,40000,40,52,0,0,1,1,1
"8348",33,1,0,14,35000,40,52,0,0,1,1,7
"8349",45,1,0,14,44000,40,52,0,0,1,1,5
"8350",43,0,0,11,59500,60,52,0,0,1,1,5
"8351",35,1,0,12,29000,40,52,0,0,1,1,1
"8352",37,1,0,14,125000,40,52,0,0,1,1,1
"8353",57,0,0,12,12000,40,52,0,0,1,1,5
"8354",41,1,0,12,33000,40,52,0,0,1,1,5
"8355",54,0,0,14,50000,45,52,0,0,1,1,1
"8356",58,1,0,18,85000,45,52,0,0,1,1,1
"8357",47,1,0,16,57000,38,52,0,0,1,2,1
"8358",55,0,0,13,47000,40,52,0,0,1,2,1
"8359",53,1,0,12,22000,40,52,0,0,1,1,5
"8360",42,0,0,12,53000,40,52,0,0,1,2,4
"8361",28,0,0,13,101000,40,52,0,0,1,1,1
"8362",61,0,0,20,389599,50,52,0,0,1,1,1
"8363",41,0,0,12,40000,40,52,0,0,1,1,1
"8364",51,1,0,14,37000,37,52,0,0,1,1,1
"8365",60,0,0,12,30000,37,52,0,0,1,1,1
"8366",43,1,0,12,42000,40,52,0,0,1,1,1
"8367",43,0,0,12,25000,40,52,0,0,1,1,1
"8368",55,1,0,12,15500,43,52,0,0,1,1,1
"8369",32,0,0,12,43000,40,52,0,0,1,1,1
"8370",33,1,0,14,58000,40,52,0,0,1,1,1
"8371",59,1,0,18,10000,40,52,0,0,1,1,1
"8372",60,0,0,16,95000,40,52,0,0,1,1,1
"8373",62,0,0,11,57000,40,52,0,0,1,1,1
"8374",57,0,0,13,50000,40,52,0,0,1,1,1
"8375",52,1,0,12,32000,40,52,0,0,1,1,1
"8376",26,0,0,13,22000,38,52,0,0,1,1,7
"8377",52,0,0,12,20000,45,52,0,0,1,1,1
"8378",57,0,0,12,45000,55,52,0,0,1,2,1
"8379",38,0,0,12,55000,45,52,0,0,1,1,1
"8380",33,1,0,12,26000,40,52,0,0,1,1,1
"8381",22,1,0,12,11000,37,52,0,0,1,1,7
"8382",19,0,0,12,30000,45,52,0,0,1,1,7
"8383",58,0,0,16,53000,50,52,0,0,1,1,1
"8384",33,0,0,16,40000,40,52,0,0,1,1,7
"8385",50,0,0,16,125000,60,52,0,0,1,1,1
"8386",21,1,0,13,17120,40,52,0,0,1,1,7
"8387",30,0,0,16,111000,50,52,0,0,1,1,1
"8388",27,1,0,18,30000,40,52,0,0,1,1,7
"8389",63,1,0,16,30000,40,52,0,0,1,1,1
"8390",34,0,0,14,45000,60,52,0,0,1,1,6
"8391",57,0,0,14,72000,40,52,0,0,1,1,1
"8392",50,1,0,13,35000,36,52,0,0,1,1,1
"8393",43,0,0,12,61000,40,52,0,0,1,1,1
"8394",51,1,0,14,21000,40,52,0,0,1,1,1
"8395",20,1,0,12,4000,37,52,0,0,1,1,7
"8396",47,0,0,13,90000,40,52,0,0,1,1,1
"8397",48,0,0,12,24000,60,52,0,0,1,1,5
"8398",49,0,0,16,147946,75,52,0,0,1,1,1
"8399",47,1,0,16,75000,40,52,0,0,1,1,1
"8400",42,0,0,14,60000,40,52,0,0,1,1,1
"8401",48,0,0,13,55000,50,52,0,0,1,1,1
"8402",39,0,0,12,50000,40,52,0,0,1,1,1
"8403",41,1,0,18,51000,40,52,0,0,1,1,1
"8404",47,0,0,18,86000,40,52,0,0,1,1,1
"8405",32,0,0,16,55000,40,52,0,0,1,1,1
"8406",41,0,0,18,553087,52,52,0,0,1,2,1
"8407",41,1,0,12,30000,40,52,0,0,1,2,1
"8408",43,0,0,16,90000,52,52,0,0,1,1,1
"8409",53,1,0,16,70000,36,52,0,0,1,2,7
"8410",29,0,0,13,35000,40,52,0,0,1,1,1
"8411",30,1,0,18,41000,52,52,1,0,1,1,1
"8412",52,0,0,12,75000,50,52,1,0,1,1,7
"8413",41,0,0,14,70000,40,52,0,0,1,1,4
"8414",57,0,0,12,42000,50,52,0,0,1,1,1
"8415",40,0,0,16,30000,40,52,0,0,1,1,7
"8416",30,1,0,13,22000,40,52,0,0,1,1,7
"8417",50,1,0,18,96000,45,52,0,0,1,1,7
"8418",52,0,0,12,26000,50,52,0,0,1,1,1
"8419",37,0,0,12,18000,40,52,0,0,1,1,1
"8420",32,1,0,14,48000,52,52,0,0,1,1,1
"8421",48,0,0,12,62968,40,52,0,0,1,1,1
"8422",41,1,0,12,60000,40,52,0,0,1,2,5
"8423",43,1,0,12,20000,36,52,0,0,1,2,7
"8424",35,0,0,14,50000,40,52,0,0,1,1,1
"8425",47,1,0,14,27000,40,52,0,0,1,1,5
"8426",52,0,0,16,55000,40,52,0,0,1,1,1
"8427",55,0,0,12,60000,52,52,0,0,1,1,1
"8428",49,1,0,12,20000,40,52,0,0,1,1,1
"8429",49,0,0,16,130000,70,52,0,0,1,1,1
"8430",38,0,0,12,54000,60,52,0,0,1,1,1
"8431",32,1,0,14,32400,40,52,0,0,1,1,7
"8432",49,1,0,14,59000,38,52,1,0,1,1,7
"8433",68,1,0,12,20000,37,52,0,0,1,1,4
"8434",34,1,0,14,53000,52,52,0,0,1,1,7
"8435",22,0,0,12,30000,40,52,0,0,1,1,7
"8436",31,0,0,12,33000,40,52,0,0,1,1,7
"8437",20,0,0,12,22000,40,52,0,0,1,1,7
"8438",73,0,0,18,1e+05,40,52,0,0,1,1,1
"8439",35,0,0,16,50000,45,52,0,0,1,1,1
"8440",60,0,0,13,1e+05,55,52,0,0,1,1,1
"8441",43,1,0,14,38000,38,52,0,0,1,1,1
"8442",47,0,0,16,52000,40,52,0,0,1,1,1
"8443",49,0,0,18,105000,45,52,0,0,1,1,5
"8444",59,1,0,13,50000,40,52,0,0,1,1,1
"8445",34,0,0,14,64000,60,52,0,0,1,1,6
"8446",41,1,0,12,22000,40,52,0,0,1,1,1
"8447",44,0,0,12,46000,40,52,0,0,1,1,1
"8448",53,1,0,12,16000,38,52,0,0,1,1,1
"8449",53,0,0,16,60000,40,52,0,0,1,1,1
"8450",46,1,0,13,60000,40,52,0,0,1,1,1
"8451",58,0,0,14,40560,40,52,0,0,1,1,1
"8452",48,1,0,14,30000,40,52,0,0,1,1,1
"8453",46,1,0,12,49000,45,52,0,0,1,1,1
"8454",49,0,0,8,35000,40,52,0,0,1,1,1
"8455",44,0,0,12,48000,48,52,0,0,1,1,1
"8456",46,0,0,10,65000,60,52,0,0,1,1,5
"8457",43,0,0,14,5000,40,52,0,0,1,1,1
"8458",59,0,0,12,23400,50,50,0,0,1,1,1
"8459",51,1,0,12,16000,40,50,0,0,1,1,1
"8460",43,0,0,12,48000,45,52,0,0,1,1,1
"8461",36,0,1,11,35000,60,52,0,0,1,1,1
"8462",45,0,0,9,35000,40,52,0,0,1,1,1
"8463",40,1,1,12,15000,40,52,0,0,1,1,5
"8464",30,0,0,12,30000,40,52,0,0,1,1,7
"8465",36,0,0,18,85000,60,50,0,0,1,1,1
"8466",33,1,0,16,51000,40,52,0,0,1,1,1
"8467",32,1,0,14,28000,36,52,0,0,1,1,6
"8468",47,1,0,16,46000,45,52,0,0,1,1,1
"8469",55,0,0,12,43680,40,52,0,0,1,1,1
"8470",48,1,0,12,41600,40,52,0,0,1,1,1
"8471",34,0,0,12,12000,40,52,0,0,1,1,1
"8472",24,0,0,12,40000,50,52,0,0,1,1,7
"8473",49,0,0,16,110000,48,52,0,0,1,1,1
"8474",38,1,0,12,40000,40,52,0,0,1,1,1
"8475",47,1,0,14,23414,40,52,0,0,1,1,1
"8476",28,0,0,12,85000,40,52,0,0,1,1,1
"8477",31,0,0,12,78000,38,52,0,0,1,1,1
"8478",32,1,0,14,39000,40,52,0,0,1,1,1
"8479",52,1,0,16,27000,42,52,0,0,1,1,1
"8480",51,0,0,16,35000,50,52,0,0,1,1,1
"8481",45,0,1,20,436465,80,52,0,0,1,1,1
"8482",51,1,0,20,407720,60,52,0,0,1,1,1
"8483",49,0,0,20,180000,60,52,0,0,1,1,1
"8484",45,1,0,13,30000,40,52,0,0,1,1,1
"8485",41,1,0,16,48205,40,52,0,0,1,1,5
"8486",57,1,0,10,30000,38,52,0,0,1,4,1
"8487",51,0,0,13,45000,40,52,0,0,1,1,1
"8488",48,0,0,16,114000,42,52,0,0,1,1,1
"8489",46,1,0,14,38000,38,52,0,0,1,1,1
"8490",33,0,0,16,52000,40,52,0,0,1,1,1
"8491",33,1,0,16,35500,40,49,0,0,1,1,1
"8492",43,0,0,12,23682,37,52,0,0,1,1,6
"8493",21,1,0,12,15293,40,52,0,0,1,1,7
"8494",61,1,0,18,23030,40,52,0,0,1,1,4
"8495",70,0,0,10,23000,40,52,0,0,1,4,1
"8496",34,0,0,16,37000,65,52,0,0,1,7,7
"8497",55,0,0,16,90000,60,52,0,0,1,1,1
"8498",52,1,0,12,20000,60,52,0,0,1,1,1
"8499",54,1,0,16,1e+05,50,52,0,0,1,1,7
"8500",56,0,0,16,118000,55,52,0,0,1,1,6
"8501",37,0,0,9,40000,40,52,0,0,1,1,1
"8502",37,1,0,14,21000,40,52,0,0,1,1,1
"8503",38,0,0,14,50000,40,52,0,0,1,1,5
"8504",49,0,0,18,105000,40,52,0,0,1,1,1
"8505",30,1,0,16,46200,45,52,0,0,1,1,1
"8506",32,0,0,16,78000,45,52,0,0,1,1,1
"8507",35,0,0,16,58000,40,52,0,0,1,1,1
"8508",31,1,0,16,60000,40,52,0,0,1,1,1
"8509",43,0,0,16,117000,40,52,0,0,1,1,5
"8510",61,0,0,13,52000,70,52,0,0,1,1,1
"8511",54,1,0,12,52000,70,52,0,0,1,1,1
"8512",36,1,1,16,28255,60,52,0,0,1,1,1
"8513",40,0,0,16,26935,65,52,0,0,1,1,1
"8514",25,0,0,16,28000,40,52,0,0,1,1,7
"8515",52,1,0,16,42000,50,52,0,0,1,1,5
"8516",45,1,0,12,21000,40,52,0,0,1,1,1
"8517",45,0,0,10,45000,40,52,0,0,1,1,1
"8518",54,1,0,12,32000,40,52,0,0,1,1,1
"8519",55,0,0,11,50000,65,52,0,0,1,1,1
"8520",25,1,0,13,35000,63,52,0,0,1,2,7
"8521",36,0,0,11,25000,72,52,0,0,1,1,7
"8522",43,0,0,12,19000,40,48,0,0,1,1,5
"8523",40,1,0,12,9000,40,52,0,0,1,1,5
"8524",56,0,0,13,389599,50,52,0,0,1,1,1
"8525",53,0,0,12,52000,40,52,0,0,1,1,1
"8526",35,1,0,18,81000,40,52,0,0,1,1,7
"8527",26,1,0,16,42999,40,52,0,0,1,1,7
"8528",42,1,0,12,31195,40,52,0,0,1,1,7
"8529",48,0,0,12,45000,50,52,0,0,1,1,1
"8530",44,0,0,16,90000,50,52,0,0,1,1,5
"8531",65,1,0,12,34000,38,52,0,0,1,1,1
"8532",37,1,0,13,49000,50,52,0,0,1,14,1
"8533",28,1,0,14,33000,50,52,0,0,1,1,7
"8534",26,1,0,12,38376,40,52,0,0,1,1,1
"8535",32,0,0,13,48000,55,52,0,0,1,2,1
"8536",25,0,0,12,25500,45,52,0,0,1,1,7
"8537",50,1,0,12,23000,40,52,0,0,1,2,7
"8538",30,0,1,16,30000,40,52,0,0,1,1,7
"8539",55,1,0,16,50000,60,52,0,0,1,1,1
"8540",57,0,0,16,50000,60,52,0,0,1,1,1
"8541",34,1,0,16,35000,40,52,0,0,1,2,1
"8542",35,0,0,16,35000,40,52,0,0,1,2,1
"8543",42,0,0,20,38000,50,52,0,0,1,4,1
"8544",63,0,0,8,22000,40,52,0,0,1,1,1
"8545",53,0,0,16,75000,40,52,0,0,1,1,1
"8546",42,0,0,16,68000,50,52,0,0,1,1,1
"8547",33,1,0,12,3000,40,52,0,0,1,1,1
"8548",32,0,0,16,78000,40,52,0,0,1,1,1
"8549",35,1,0,13,23000,40,52,0,0,1,1,1
"8550",52,0,0,12,65000,50,52,0,0,1,1,1
"8551",42,0,0,12,24500,40,52,0,0,1,1,1
"8552",58,1,0,13,50000,40,52,0,0,1,2,5
"8553",31,0,0,16,44000,40,52,0,0,1,1,1
"8554",74,1,0,16,594,40,52,0,0,1,1,4
"8555",18,1,0,11,8000,40,52,0,0,1,6,7
"8556",22,0,1,10,11000,40,52,0,0,1,1,7
"8557",49,1,0,18,65000,50,52,0,0,1,1,5
"8558",44,0,0,16,37000,50,52,0,0,1,1,1
"8559",52,1,0,12,150000,40,52,0,0,1,1,1
"8560",62,0,0,12,20800,40,52,0,0,1,1,1
"8561",32,0,0,12,20000,40,52,0,0,1,1,7
"8562",43,0,0,12,18000,40,52,0,0,1,1,7
"8563",47,0,0,12,65000,70,52,0,0,1,1,3
"8564",21,0,0,12,30000,55,52,0,0,1,1,7
"8565",51,0,0,12,75000,84,52,0,0,1,1,1
"8566",21,0,0,12,51000,84,50,0,0,1,1,7
"8567",44,1,0,12,19500,55,52,0,0,1,1,1
"8568",48,0,0,12,70000,45,52,0,0,1,1,1
"8569",66,1,0,20,55000,60,52,0,0,1,1,1
"8570",35,1,0,16,30000,40,52,0,0,1,1,1
"8571",37,0,0,12,19000,38,52,0,0,1,1,1
"8572",47,1,0,16,30000,55,52,0,0,1,1,7
"8573",38,0,0,12,29000,40,52,0,0,1,1,5
"8574",52,1,0,16,65000,50,52,0,0,1,1,5
"8575",26,1,0,16,26000,56,52,0,0,1,1,1
"8576",52,0,1,13,43000,70,52,0,0,1,1,1
"8577",52,1,0,12,48000,40,52,0,0,1,1,1
"8578",37,0,0,11,23500,40,52,0,0,1,1,1
"8579",53,1,0,16,61000,37,52,0,0,1,1,1
"8580",50,0,0,12,28500,40,52,0,0,1,1,1
"8581",34,0,0,12,57500,60,52,0,0,1,1,1
"8582",45,1,0,20,75000,50,52,0,0,1,1,1
"8583",35,0,0,12,50000,55,52,0,0,1,1,1
"8584",39,0,0,12,35000,60,52,0,0,1,1,6
"8585",34,0,0,14,55000,40,52,0,0,1,1,1
"8586",33,1,0,18,67000,36,52,0,0,1,1,1
"8587",54,0,0,12,48000,40,52,1,0,1,1,1
"8588",29,0,0,12,50000,40,52,0,0,1,1,1
"8589",43,1,0,12,25000,40,52,0,0,1,1,1
"8590",56,1,0,18,125000,40,52,0,0,1,1,5
"8591",57,0,0,13,29000,40,52,0,0,1,1,1
"8592",57,1,0,13,54000,38,52,0,0,1,1,1
"8593",23,1,0,14,25000,40,52,0,0,1,1,7
"8594",66,1,0,18,70680,55,50,0,0,1,1,7
"8595",71,1,0,14,21000,40,52,0,0,1,1,5
"8596",26,0,0,12,46000,40,52,0,0,1,1,7
"8597",23,1,0,13,30000,40,52,0,0,1,1,7
"8598",26,1,0,20,30000,40,52,0,0,1,1,1
"8599",27,0,0,20,35000,40,52,0,0,1,1,1
"8600",59,0,0,12,45290,40,52,0,0,1,1,1
"8601",53,0,0,12,38500,40,48,0,0,1,1,1
"8602",58,1,0,12,41900,40,52,0,0,1,1,1
"8603",31,1,0,18,24000,38,52,0,0,1,1,7
"8604",38,0,0,12,40000,40,50,0,0,1,1,7
"8605",41,1,0,12,23000,40,52,0,0,1,1,5
"8606",40,0,0,16,37000,50,52,0,0,1,1,1
"8607",36,0,0,14,1e+05,50,52,0,0,1,1,1
"8608",36,0,0,16,41000,40,52,0,0,1,1,1
"8609",30,0,0,10,35000,45,52,0,0,1,8,1
"8610",36,0,0,12,67600,50,52,0,0,1,1,1
"8611",57,1,0,13,44000,42,52,0,0,1,1,1
"8612",49,0,0,14,150000,60,52,0,0,1,1,1
"8613",50,0,0,13,55000,40,52,0,0,1,1,1
"8614",26,0,0,14,35000,40,52,0,0,1,1,7
"8615",51,0,0,12,24960,40,52,0,0,1,1,7
"8616",33,0,0,16,47000,60,52,0,0,1,1,7
"8617",28,0,0,16,43500,45,52,0,0,1,1,1
"8618",39,1,0,12,25000,38,52,0,0,1,1,7
"8619",37,0,0,16,60000,50,52,0,0,1,1,1
"8620",37,0,0,14,59000,40,52,0,0,1,1,1
"8621",32,0,0,12,22000,40,52,0,0,1,2,7
"8622",23,1,1,12,25000,40,52,0,0,1,1,7
"8623",55,0,0,12,40825,48,52,0,0,1,4,1
"8624",54,1,0,12,51191,44,52,0,0,1,4,1
"8625",61,0,0,16,118000,50,52,0,0,1,1,1
"8626",61,0,0,16,47000,45,52,0,0,1,1,1
"8627",24,0,0,12,27000,40,52,0,0,1,1,7
"8628",20,0,0,13,31000,40,52,0,0,1,1,7
"8629",33,0,0,13,138000,40,52,0,0,1,1,7
"8630",27,0,0,16,70200,40,52,1,0,1,1,7
"8631",29,1,0,16,60000,40,52,0,0,1,1,7
"8632",43,0,0,9,69000,55,52,0,0,1,1,1
"8633",18,0,0,9,27000,45,52,0,0,1,1,7
"8634",56,0,0,13,45000,45,52,0,0,1,2,1
"8635",54,0,0,9,31000,40,48,0,0,1,1,1
"8636",73,0,0,8,32000,40,52,0,0,1,1,1
"8637",58,0,0,8,28000,45,52,0,0,1,1,1
"8638",24,0,0,8,30000,55,52,0,0,1,1,7
"8639",22,0,0,8,30000,55,52,0,0,1,1,7
"8640",48,1,0,18,81000,45,52,0,0,1,1,1
"8641",49,0,1,12,2000,50,52,0,0,1,1,1
"8642",42,0,0,12,30000,40,52,0,0,1,1,5
"8643",39,0,0,18,65000,40,52,0,0,1,1,1
"8644",38,1,0,12,25000,40,52,0,0,1,1,5
"8645",43,0,0,12,91000,50,52,0,0,1,1,5
"8646",34,1,0,18,90000,40,52,0,0,1,1,1
"8647",43,0,0,12,90000,40,52,0,0,1,2,5
"8648",40,0,0,16,112946,40,52,0,0,1,1,1
"8649",35,0,0,13,57000,60,52,0,0,1,1,1
"8650",40,1,0,13,58000,45,52,0,0,1,1,7
"8651",24,0,0,9,1e+05,55,52,0,0,1,1,1
"8652",32,0,0,12,71000,40,48,0,0,1,1,1
"8653",63,0,0,14,56000,40,52,0,0,1,7,1
"8654",23,1,0,14,57000,40,52,0,0,1,1,7
"8655",33,0,1,13,38300,45,52,0,0,1,1,1
"8656",32,1,0,18,71300,40,52,0,0,1,1,1
"8657",78,0,0,13,18200,65,52,0,0,1,1,4
"8658",33,0,0,12,39000,40,52,0,0,1,1,1
"8659",54,0,0,13,16500,55,52,0,0,1,1,1
"8660",51,1,0,14,47500,38,52,0,0,1,1,1
"8661",48,0,0,12,70000,50,52,0,0,1,1,1
"8662",41,1,0,12,26000,40,52,0,0,1,4,1
"8663",60,1,0,10,10000,40,52,0,0,1,1,1
"8664",55,0,0,11,14000,40,52,0,0,1,1,1
"8665",47,1,0,13,25000,50,52,0,0,1,1,5
"8666",29,1,0,12,18899,40,50,0,0,1,1,1
"8667",41,0,0,12,41000,40,52,0,0,1,1,1
"8668",43,1,0,12,27000,40,52,1,0,1,1,1
"8669",42,0,0,11,25500,40,49,0,0,1,1,1
"8670",54,1,0,18,38000,45,52,0,0,1,1,1
"8671",40,1,0,18,65000,40,52,0,0,1,1,5
"8672",50,1,0,16,62000,38,52,0,0,1,1,5
"8673",41,1,0,18,75000,60,52,0,0,1,1,1
"8674",38,0,0,16,75000,60,52,0,0,1,1,1
"8675",22,0,0,16,36000,60,52,0,0,1,1,7
"8676",46,0,0,12,35000,40,52,0,0,1,1,6
"8677",45,0,0,12,17000,46,52,0,0,1,1,6
"8678",59,0,0,13,55000,64,52,0,0,1,1,1
"8679",44,1,0,16,64000,47,51,0,0,1,1,1
"8680",49,0,0,12,40000,40,52,0,0,1,1,1
"8681",44,1,0,12,25500,38,52,0,0,1,1,1
"8682",47,0,0,16,55093,60,50,0,0,1,7,1
"8683",40,0,0,12,39000,56,52,0,0,1,1,1
"8684",38,1,0,13,18000,40,52,0,0,1,1,1
"8685",28,0,0,12,36120,62,52,0,0,1,1,7
"8686",45,0,0,12,21000,40,52,0,0,1,1,4
"8687",30,0,0,18,29341,40,52,0,0,1,1,1
"8688",53,0,0,12,42000,40,52,0,0,1,1,1
"8689",49,1,0,12,41500,40,52,0,0,1,1,1
"8690",48,0,0,12,77000,40,52,0,0,1,1,1
"8691",31,0,0,12,36000,40,52,0,0,1,1,1
"8692",32,1,0,12,33000,40,52,0,0,1,1,1
"8693",50,1,0,18,90000,40,52,0,0,1,1,7
"8694",55,0,0,13,50000,40,52,0,0,1,1,1
"8695",27,0,0,12,55000,45,52,0,0,1,1,1
"8696",26,1,0,16,28000,46,52,0,0,1,1,1
"8697",65,1,0,10,36364,55,52,0,0,1,2,5
"8698",36,0,0,13,72000,55,52,0,0,1,2,1
"8699",50,1,0,12,40000,40,52,0,0,1,1,5
"8700",30,1,0,14,65000,40,52,0,0,1,4,7
"8701",27,0,0,13,45000,45,52,0,0,1,1,7
"8702",31,0,0,16,49000,40,52,0,0,1,1,7
"8703",30,1,0,12,31500,38,52,0,0,1,1,7
"8704",40,1,0,16,50000,40,52,0,0,1,1,1
"8705",36,0,0,12,50000,43,52,0,0,1,1,1
"8706",45,0,0,13,65000,52,52,0,0,1,1,1
"8707",44,1,0,13,67000,40,52,0,0,1,1,1
"8708",35,0,0,12,62000,50,52,0,0,1,1,1
"8709",47,0,0,16,180000,60,52,0,0,1,1,1
"8710",47,0,0,18,70000,40,52,0,0,1,2,7
"8711",19,1,0,13,22002,40,52,0,0,1,2,7
"8712",42,0,0,14,52000,50,52,0,0,1,1,5
"8713",26,1,0,16,53000,40,52,1,0,1,1,1
"8714",28,0,0,14,50000,38,52,0,0,1,1,1
"8715",32,1,0,13,22080,40,52,0,0,1,1,7
"8716",30,0,0,13,46400,50,52,1,0,1,1,7
"8717",47,0,1,16,130000,40,52,0,0,1,1,1
"8718",56,1,0,20,144069,65,52,0,0,1,1,5
"8719",57,0,0,18,95000,50,52,1,0,1,1,1
"8720",56,1,0,13,45000,40,52,0,0,1,1,1
"8721",46,0,0,16,70000,60,52,0,0,1,1,1
"8722",43,1,0,14,40000,40,52,0,0,1,1,1
"8723",63,0,0,6,50000,55,52,0,0,1,4,1
"8724",39,1,0,11,16500,55,52,0,0,1,4,1
"8725",50,0,0,16,90000,40,52,0,0,1,1,7
"8726",58,1,0,14,75000,52,52,0,0,1,1,5
"8727",60,1,1,13,54000,40,52,0,0,1,3,5
"8728",35,1,0,18,72000,40,52,1,0,1,1,7
"8729",58,0,0,13,70000,40,52,0,0,1,1,1
"8730",60,1,0,13,50000,48,52,0,0,1,1,1
"8731",33,1,0,14,48000,40,52,0,0,1,1,1
"8732",57,0,0,18,55000,50,52,0,0,1,1,1
"8733",49,1,0,18,1e+05,40,52,0,0,1,1,1
"8734",60,0,0,18,25000,55,50,0,0,1,1,1
"8735",57,1,0,18,87000,40,52,0,0,1,1,1
"8736",48,1,0,12,31000,38,52,0,0,1,1,5
"8737",23,0,0,12,34000,38,52,0,0,1,1,7
"8738",48,1,0,18,65000,50,52,0,0,1,1,1
"8739",46,0,0,16,1e+05,50,52,0,0,1,1,1
"8740",46,1,0,16,40000,40,52,0,0,1,1,1
"8741",50,0,0,16,52000,50,52,0,0,1,1,1
"8742",48,0,0,16,78000,50,52,0,0,1,1,1
"8743",53,0,0,13,50000,60,52,0,0,1,1,1
"8744",51,1,0,12,50000,40,52,0,0,1,1,1
"8745",25,0,0,16,25000,40,52,0,0,1,1,7
"8746",36,1,0,18,61000,50,48,0,0,1,4,1
"8747",36,0,0,18,98000,55,52,0,0,1,1,1
"8748",53,0,0,12,75000,40,52,0,0,1,1,1
"8749",40,1,0,13,27000,40,52,0,0,1,1,1
"8750",48,1,0,18,90700,57,52,0,0,1,1,1
"8751",44,0,1,18,436465,50,52,0,0,1,1,1
"8752",56,0,0,14,60000,40,52,0,0,1,1,1
"8753",24,1,0,16,38000,38,52,0,0,1,1,7
"8754",54,0,0,10,80000,40,52,0,0,1,1,1
"8755",28,1,0,13,30000,40,52,0,0,1,1,6
"8756",66,0,0,16,50000,45,52,0,0,1,1,1
"8757",48,0,0,16,103000,75,52,0,0,1,2,1
"8758",45,1,0,14,48000,40,52,0,0,1,1,1
"8759",63,1,0,18,115000,40,52,0,0,1,1,3
"8760",46,0,1,8,18000,40,52,0,0,1,1,6
"8761",46,0,1,9,20000,40,52,0,0,1,1,6
"8762",33,0,1,9,19000,40,52,0,0,1,1,6
"8763",23,0,0,13,25000,40,52,0,0,1,1,3
"8764",34,0,0,18,85000,40,52,0,0,1,1,1
"8765",34,1,0,16,60000,40,52,0,0,1,1,1
"8766",50,1,0,13,23000,38,52,0,0,1,1,7
"8767",39,0,0,12,1e+05,50,52,0,0,1,1,1
"8768",37,1,0,13,50000,40,52,0,0,1,1,1
"8769",39,0,0,11,44000,40,51,0,0,1,1,1
"8770",25,1,0,12,20000,40,52,0,0,1,2,7
"8771",30,1,0,13,2623,40,52,0,0,1,1,1
"8772",30,0,0,12,33018,40,52,0,0,1,1,1
"8773",46,0,0,13,116000,60,52,0,0,1,1,1
"8774",57,1,0,16,70000,40,52,0,0,1,1,1
"8775",38,1,0,13,43000,40,52,0,0,1,1,7
"8776",36,1,0,13,30000,40,52,0,0,1,2,1
"8777",43,0,0,14,65000,45,52,0,0,1,2,1
"8778",60,1,0,12,37000,45,52,0,0,1,1,5
"8779",38,0,0,12,65000,40,52,0,0,1,1,1
"8780",32,0,0,16,71000,40,52,0,0,1,1,1
"8781",52,1,0,14,80000,40,52,0,0,1,1,1
"8782",53,0,0,18,1e+05,40,52,0,0,1,1,1
"8783",27,1,0,16,42000,38,52,0,0,1,1,7
"8784",24,0,0,16,50000,38,52,0,0,1,1,7
"8785",28,1,0,20,50000,40,52,0,0,1,1,7
"8786",24,0,0,14,35000,40,52,1,0,1,1,7
