risk_aversion,drug_tolerance,beta,risk_error,prescribing_prob,addict_risk_aversion,addict_drug_tolerance,addict_risk_aversion_growth,search_cost,prescriptions,consumption,V0,V1
high,high,0.94,-0.024150226881522935,0.5245736250302321,0.8,0.7,0.7758497731184771,1.237713187484884,7.0,5.801243333134687,75.42546203643542,75.42546203643542
low,low,0.94,0.004583889978359878,0.9352580801770283,0.2,0.3,0.20458388997835988,1.0323709599114859,3.0,0.9003699925163474,75.42546203643542,75.42546203643542
high,low,0.94,0.09335197976694493,0.10127900280079183,0.8,0.3,0.8933519797669449,1.449360498599604,3.0,2.1587940340938134,75.42546203643542,75.42546203643542
high,low,0.94,0.12961894863255274,0.1476530103068393,0.8,0.3,0.9296189486325528,1.4261734948465803,3.0,2.2018278861713467,75.42546203643542,75.42546203643542
high,high,0.94,0.0603590064339534,0.8519510703464037,0.8,0.7,0.8603590064339535,1.074024464826798,7.0,5.789946318488536,75.42546203643542,75.42546203643542
low,low,0.94,-0.1923565620867514,0.6310837466688829,0.2,0.3,0.0076434379132486185,1.1844581266655585,3.0,0.9000000000309003,75.42546203643542,75.42546203643542
low,low,0.94,-0.19740550301614138,0.06735931570530951,0.2,0.3,0.002594496983858635,1.4663203421473452,3.0,0.9000000000001723,75.42546203643542,75.42546203643542
high,low,0.94,-0.08619897437804375,0.5618933303863667,0.8,0.3,0.7138010256219562,1.2190533348068167,3.0,1.6998235114104112,75.42546203643542,75.42546203643542
low,high,0.94,0.1356305666616243,0.3577708650387387,0.2,0.7,0.3356305666616243,1.3211145674806306,7.0,4.90562662552803,75.42546203643542,75.42546203643542
low,low,0.94,0.04385574145903092,0.6605241532698997,0.2,0.3,0.24385574145903094,1.1697379233650502,3.0,0.9010086802016353,75.42546203643542,75.42546203643542
low,high,0.94,0.020204148684237564,0.2055978731545136,0.2,0.7,0.22020414868423757,1.3972010634227432,7.0,4.900723413138358,75.42546203643542,75.42546203643542
low,high,0.94,0.08033973998043734,0.7686854649787488,0.2,0.7,0.2803397399804374,1.1156572675106255,7.0,4.901931764273103,75.42546203643542,75.42546203643542
low,high,0.94,-0.09618786103268788,0.5677222794844051,0.2,0.7,0.10381213896731213,1.2161388602577974,7.0,4.900014663034729,75.42546203643542,75.42546203643542
high,low,0.94,0.11900853094578562,0.24406846955144423,0.8,0.3,0.9190085309457856,1.3779657652242778,3.0,2.1399034159289316,75.42546203643542,75.42546203643542
high,high,0.94,-0.12181215665173001,0.9733718289932853,0.8,0.7,0.67818784334827,1.0133140855033573,7.0,5.523636578884837,75.42546203643542,75.42546203643542
high,high,0.94,-0.12090294719529514,0.09284594963669257,0.8,0.7,0.6790970528047049,1.4535770251816538,7.0,5.796092530318638,75.42546203643542,75.42546203643542
high,high,0.94,0.11392460748669833,0.5239951778807087,0.8,0.7,0.9139246074866983,1.2380024110596457,7.0,6.006265717577717,75.42546203643542,75.42546203643542
high,high,0.94,-0.1954605135847538,0.6918124069925088,0.8,0.7,0.6045394864152462,1.1540937965037457,7.0,5.515207962090855,75.42546203643542,75.42546203643542
high,low,0.94,0.03255230129634856,0.6202931039071069,0.8,0.3,0.8325523012963486,1.1898534480464464,3.0,1.8462543314377724,75.42546203643542,75.42546203643542
low,high,0.94,-0.029038127903164093,0.6106185333955567,0.2,0.7,0.17096187209683592,1.1946907333022216,7.0,4.900174482477581,75.42546203643542,75.42546203643542
low,high,0.94,0.053498536293222376,0.9044148824448436,0.2,0.7,0.2534985362932224,1.0477925587775783,7.0,4.901096863513282,75.42546203643542,75.42546203643542
low,low,0.94,-0.10679203533776759,0.8927983741544527,0.2,0.3,0.09320796466223243,1.0536008129227736,3.0,0.9000074120991479,75.42546203643542,75.42546203643542
low,high,0.94,-0.03177819311758141,0.5303925565181654,0.2,0.7,0.1682218068824186,1.2348037217409173,7.0,4.900166344864287,75.42546203643542,75.42546203643542
high,low,0.94,-0.07625311758774055,0.7152234229624342,0.8,0.3,0.7237468824122595,1.1423882885187828,3.0,1.6626005684403737,75.42546203643542,75.42546203643542
low,high,0.94,0.08655388947410597,0.4011228749003657,0.2,0.7,0.286553889474106,1.2994385625498173,7.0,4.902510656448221,75.42546203643542,75.42546203643542
low,high,0.94,-0.05877308342737991,0.272358613186525,0.2,0.7,0.1412269165726201,1.3638206934067374,7.0,4.900076620443554,75.42546203643542,75.42546203643542
high,low,0.94,-0.04123362348118033,0.9142814530295291,0.8,0.3,0.7587663765188197,1.0428592734852353,3.0,1.638517523012364,75.42546203643542,75.42546203643542
low,high,0.94,0.1494778640628005,0.8412129033684219,0.2,0.7,0.3494778640628005,1.079393548315789,7.0,4.905627016408178,75.42546203643542,75.42546203643542
high,low,0.94,-0.09091031612117717,0.8772480190301862,0.8,0.3,0.7090896838788229,1.061375990484907,3.0,1.5906304429149565,75.42546203643542,75.42546203643542
low,low,0.94,0.02129012649146692,0.616008990892112,0.2,0.3,0.22129012649146693,1.1919955045539439,3.0,0.9006325353516191,75.42546203643542,75.42546203643542
low,high,0.94,-0.26388102281443454,0.7454400540497755,0.2,0.7,-0.06388102281443453,1.1272799729751122,7.0,4.899998800801443,75.42546203643542,75.42546203643542
low,high,0.94,-0.11007229383516957,0.9605614238239951,0.2,0.7,0.08992770616483044,1.0197192880880024,7.0,4.900005997195589,75.42546203643542,75.42546203643542
high,low,0.94,0.04156706194273804,0.16729048811920122,0.8,0.3,0.8415670619427381,1.4163547559403993,3.0,2.0416499364814045,75.42546203643542,75.42546203643542
low,low,0.94,0.15180628762104217,0.8096476555452023,0.2,0.3,0.35180628762104216,1.095176172227399,3.0,0.9059020375961511,75.42546203643542,75.42546203643542
low,low,0.94,0.0010525822565295914,0.5012445044305175,0.2,0.3,0.2010525822565296,1.2493777477847412,3.0,0.9004104327842093,75.42546203643542,75.42546203643542
high,high,0.94,0.08780403030052253,0.7659794827224214,0.8,0.7,0.8878040303005226,1.1170102586387893,7.0,5.862617055091686,75.42546203643542,75.42546203643542
low,low,0.94,-0.18251231564586282,0.07253124292103186,0.2,0.3,0.017487684354137195,1.463734378539484,3.0,0.900000002393998,75.42546203643542,75.42546203643542
low,low,0.94,0.12977020956659266,0.6538358895721165,0.2,0.3,0.32977020956659264,1.1730820552139418,3.0,0.9045749409470316,75.42546203643542,75.42546203643542
high,high,0.94,0.048063031833625536,0.11470680705315739,0.8,0.7,0.8480630318336255,1.4426465964734212,7.0,6.074073053896676,75.42546203643542,75.42546203643542
high,high,0.94,-0.014659684776024412,0.6874134545520446,0.8,0.7,0.7853403152239756,1.1562932727239776,7.0,5.754850882658143,75.42546203643542,75.42546203643542
low,low,0.94,-0.09418910986903023,0.3086560414675712,0.2,0.3,0.10581089013096978,1.3456719792662144,3.0,0.9000178480612929,75.42546203643542,75.42546203643542
high,low,0.94,0.048110498185845445,0.4684864337906002,0.8,0.3,0.8481104981858455,1.2657567831046999,3.0,1.9301864000555726,75.42546203643542,75.42546203643542
high,high,0.94,0.08611282820280311,0.16460943212761103,0.8,0.7,0.8861128282028031,1.4176952839361945,7.0,6.118832916383985,75.42546203643542,75.42546203643542
low,high,0.94,-0.21631131456281422,0.9634428471636445,0.2,0.7,-0.016311314562814205,1.0182785764181776,7.0,4.899999998824259,75.42546203643542,75.42546203643542
high,low,0.94,0.0013513012030986452,0.4912894929408895,0.8,0.3,0.8013513012030987,1.2543552535295552,3.0,1.8510409914342354,75.42546203643542,75.42546203643542
high,high,0.94,-0.23268909673668042,0.8945194787674702,0.8,0.7,0.5673109032633197,1.052740260616265,7.0,5.418319616135542,75.42546203643542,75.42546203643542
high,low,0.94,0.005110234511577377,0.4606215463593045,0.8,0.3,0.8051102345115774,1.2696892268203477,3.0,1.8683149095410458,75.42546203643542,75.42546203643542
low,high,0.94,0.03203854894303528,0.037391717779824085,0.2,0.7,0.2320385489430353,1.481304141110088,7.0,4.900996425748666,75.42546203643542,75.42546203643542
high,high,0.94,-0.08748125792193524,0.7944218540026892,0.8,0.7,0.7125187420780648,1.1027890729986554,7.0,5.62191791590075,75.42546203643542,75.42546203643542
high,low,0.94,-0.053664516496337904,0.17507257050208547,0.8,0.3,0.7463354835036622,1.4124637147489572,3.0,1.8798168695739494,75.42546203643542,75.42546203643542
high,low,0.94,0.034057784371579546,0.43263647515782166,0.8,0.3,0.8340577843715796,1.2836817624210892,3.0,1.9231811867748019,75.42546203643542,75.42546203643542
low,high,0.94,-0.027293521700679637,0.6767078082413523,0.2,0.7,0.17270647829932037,1.1616460958793238,7.0,4.900178491269921,75.42546203643542,75.42546203643542
high,low,0.94,0.13452595645248452,0.20225102657891036,0.8,0.3,0.9345259564524846,1.398874486710545,3.0,2.1853398130513293,75.42546203643542,75.42546203643542
low,high,0.94,-0.033182928188226664,0.2678360824771324,0.2,0.7,0.16681707181177335,1.3660819587614337,7.0,4.900176473388192,75.42546203643542,75.42546203643542
high,high,0.94,0.08070025675951416,0.6170770785973456,0.8,0.7,0.8807002567595142,1.1914614607013272,7.0,5.916518186074618,75.42546203643542,75.42546203643542
low,low,0.94,-0.0013626011456799095,0.19197275602216424,0.2,0.3,0.1986373988543201,1.4040136219889179,3.0,0.9004341866030281,75.42546203643542,75.42546203643542
low,high,0.94,-0.03339596914114904,0.28569785683922133,0.2,0.7,0.16660403085885098,1.3571510715803894,7.0,4.900174203034985,75.42546203643542,75.42546203643542
high,high,0.94,-0.012695239185093238,0.6968769297941143,0.8,0.7,0.7873047608149069,1.151561535102943,7.0,5.7540154881842005,75.42546203643542,75.42546203643542
low,high,0.94,-0.1344693219516081,0.8211599997109613,0.2,0.7,0.06553067804839191,1.0894200001445193,7.0,4.900001316493296,75.42546203643542,75.42546203643542
high,high,0.94,0.05140130496641676,0.42042477988366456,0.8,0.7,0.8514013049664169,1.2897876100581678,7.0,5.954838785584265,75.42546203643542,75.42546203643542
high,high,0.94,0.2726234336648277,0.841041782435534,0.8,0.7,1.0726234336648277,1.079479108782233,7.0,6.078347386223625,75.42546203643542,75.42546203643542
low,high,0.94,-0.045140627633707776,0.3983488181262905,0.2,0.7,0.15485937236629224,1.3008255909368547,7.0,4.90011585280305,75.42546203643542,75.42546203643542
high,high,0.94,-0.14413260858016094,0.0011638054907920914,0.8,0.7,0.6558673914198391,1.4994180972546038,7.0,5.784999034934092,75.42546203643542,75.42546203643542
high,high,0.94,-0.05058247448945048,0.9518097753020665,0.8,0.7,0.7494175255105495,1.0240951123489668,7.0,5.614077090136151,75.42546203643542,75.42546203643542
high,low,0.94,0.16109111027690975,0.7172349842183089,0.8,0.3,0.9610911102769097,1.1413825078908455,3.0,1.9861427629418564,75.42546203643542,75.42546203643542
high,high,0.94,0.03992301364383061,0.19148621546771472,0.8,0.7,0.8399230136438307,1.4042568922661427,7.0,6.0291351191132145,75.42546203643542,75.42546203643542
high,high,0.94,0.003999116222369427,0.8158936897750578,0.8,0.7,0.8039991162223695,1.092053155112471,7.0,5.731406168060965,75.42546203643542,75.42546203643542
low,low,0.94,0.04983460842344422,0.10314100081092603,0.2,0.3,0.24983460842344424,1.448429499594537,3.0,0.9014098092519274,75.42546203643542,75.42546203643542
high,low,0.94,0.08418777346763325,0.6569223085056073,0.8,0.3,0.8841877734676333,1.1715388457471962,3.0,1.904470819979893,75.42546203643542,75.42546203643542
low,high,0.94,0.01612028483765937,0.03786154200781755,0.2,0.7,0.21612028483765938,1.4810692289960912,7.0,4.900698317644055,75.42546203643542,75.42546203643542
low,high,0.94,0.047952203233627685,0.7447465269283831,0.2,0.7,0.2479522032336277,1.1276267365358086,7.0,4.90105683021889,75.42546203643542,75.42546203643542
high,low,0.94,-0.08672277934122968,0.4579522703332276,0.8,0.3,0.7132772206587703,1.2710238648333863,3.0,1.7331566175334145,75.42546203643542,75.42546203643542
low,low,0.94,0.03308725854185973,0.6681490164012457,0.2,0.3,0.23308725854185974,1.165925491799377,3.0,0.9008021645540566,75.42546203643542,75.42546203643542
high,high,0.94,-0.19438290114203235,0.5719007089729029,0.8,0.7,0.6056170988579677,1.2140496455135485,7.0,5.548610697265337,75.42546203643542,75.42546203643542
low,high,0.94,-0.04106466477244886,0.7308893789045501,0.2,0.7,0.15893533522755116,1.134555310547725,7.0,4.900115060957646,75.42546203643542,75.42546203643542
low,high,0.94,-6.027360167082838e-05,0.44073678738657474,0.2,0.7,0.1999397263983292,1.2796316063067126,7.0,4.900408865461762,75.42546203643542,75.42546203643542
low,low,0.94,-0.03784034817140769,0.7921959381518604,0.2,0.3,0.16215965182859232,1.1039020309240697,3.0,0.9001237783098988,75.42546203643542,75.42546203643542
low,low,0.94,0.004708929617506384,0.7678196796295631,0.2,0.3,0.2047089296175064,1.1160901601852184,3.0,0.9004012205939954,75.42546203643542,75.42546203643542
high,low,0.94,-0.024560919139162724,0.739294279672926,0.8,0.3,0.7754390808608373,1.130352860163537,3.0,1.7225241228920904,75.42546203643542,75.42546203643542
high,low,0.94,0.04483722209989896,0.5959360582167493,0.8,0.3,0.844837222099899,1.2020319708916254,3.0,1.8736039311226327,75.42546203643542,75.42546203643542
low,low,0.94,-0.11607291833161466,0.7952098246453682,0.2,0.3,0.08392708166838535,1.1023950876773159,3.0,0.9000045903719729,75.42546203643542,75.42546203643542
high,high,0.94,0.04427062139669832,0.515170628882014,0.8,0.7,0.8442706213966984,1.242414685558993,7.0,5.905468970721018,75.42546203643542,75.42546203643542
low,high,0.94,0.10987566380290946,0.5324764708943476,0.2,0.7,0.3098756638029095,1.2337617645528263,7.0,4.903525077401795,75.42546203643542,75.42546203643542
low,low,0.94,0.18548630812120107,0.7038756804019808,0.2,0.3,0.3854863081212011,1.1480621597990095,3.0,0.9097726014769053,75.42546203643542,75.42546203643542
low,low,0.94,-0.09134100219896209,0.4324190335836453,0.2,0.3,0.10865899780103792,1.2837904832081772,3.0,0.9000194456572803,75.42546203643542,75.42546203643542
low,low,0.94,-0.14565326286081956,0.9162953805894258,0.2,0.3,0.05434673713918045,1.0418523097052872,3.0,0.9000004939392459,75.42546203643542,75.42546203643542
high,low,0.94,0.053823104381178294,0.2996603223271487,0.8,0.3,0.8538231043811784,1.3501698388364256,3.0,2.00814931005348,75.42546203643542,75.42546203643542
low,low,0.94,-0.010897659262453674,0.9712509605406588,0.2,0.3,0.18910234073754634,1.0143745197296705,3.0,0.9002452917009244,75.42546203643542,75.42546203643542
high,low,0.94,-0.17041276063250987,0.8879608957140661,0.8,0.3,0.6295872393674902,1.056019552142967,3.0,1.4922319804380244,75.42546203643542,75.42546203643542
high,low,0.94,-0.12831577878160663,0.7913472703454062,0.8,0.3,0.6716842212183934,1.104326364827297,3.0,1.5715121477119358,75.42546203643542,75.42546203643542
low,low,0.94,-0.046125052345557166,0.3271891192983698,0.2,0.3,0.15387494765444285,1.336405440350815,3.0,0.9001152863331228,75.42546203643542,75.42546203643542
high,high,0.94,-0.05486499139816704,0.7665323037280738,0.8,0.7,0.745135008601833,1.1167338481359632,7.0,5.673113737141385,75.42546203643542,75.42546203643542
low,low,0.94,-0.08584099153182663,0.0005089921569699785,0.2,0.3,0.11415900846817338,1.499745503921515,3.0,0.900029078266256,75.42546203643542,75.42546203643542
low,low,0.94,-0.16550066336206606,0.1497807149961653,0.2,0.3,0.03449933663793395,1.4251096425019174,3.0,0.9000000696469336,75.42546203643542,75.42546203643542
low,low,0.94,0.09073961360495339,0.8672544991728741,0.2,0.3,0.2907396136049534,1.066372750413563,3.0,0.9022152874308764,75.42546203643542,75.42546203643542
low,high,0.94,0.031035904062816883,0.4169156716179049,0.2,0.7,0.2310359040628169,1.2915421641910476,7.0,4.900850170382985,75.42546203643542,75.42546203643542
high,high,0.94,-0.01706202583110447,0.9528325943894159,0.8,0.7,0.7829379741688955,1.023583702805292,7.0,5.653845869891875,75.42546203643542,75.42546203643542
high,high,0.94,0.1194072458320703,0.29894661235010245,0.8,0.7,0.9194072458320703,1.3505266938249487,7.0,6.115872610181379,75.42546203643542,75.42546203643542
high,high,0.94,-0.02256787535597109,0.7347137435995301,0.8,0.7,0.777432124644029,1.132643128200235,7.0,5.726839465172232,75.42546203643542,75.42546203643542
high,low,0.94,0.00232562878709355,0.18964559126028657,0.8,0.3,0.8023256287870936,1.4051772043698567,3.0,1.9670123035246196,75.42546203643542,75.42546203643542
low,low,0.94,0.022935080595531093,0.560909165315302,0.2,0.3,0.2229350805955311,1.219545417342349,3.0,0.9006715680808058,75.42546203643542,75.42546203643542
low,high,0.94,0.03798814620970281,0.912221805108517,0.2,0.7,0.23798814620970282,1.0438890974457415,7.0,4.900796949848383,75.42546203643542,75.42546203643542
low,low,0.94,0.11293341374164514,0.0077876700542465205,0.2,0.3,0.3129334137416452,1.4961061649728769,3.0,0.9044897494045474,75.42546203643542,75.42546203643542
low,high,0.94,-0.23686243758169678,0.4280979160032906,0.2,0.7,-0.03686243758169677,1.2859510419983546,7.0,4.899999912472467,75.42546203643542,75.42546203643542
high,high,0.94,-0.08928926187361624,0.23929518162579722,0.8,0.7,0.7107107381263837,1.3803524091871013,7.0,5.800753740237363,75.42546203643542,75.42546203643542
high,high,0.94,0.19647701931249917,0.9307754570920876,0.8,0.7,0.9964770193124992,1.0346122714539563,7.0,5.93005813081262,75.42546203643542,75.42546203643542
low,low,0.94,-0.12554542092172477,0.42893679651326033,0.2,0.3,0.07445457907827524,1.2855316017433698,3.0,0.9000029413033721,75.42546203643542,75.42546203643542
low,high,0.94,0.10715341640594084,0.0931129774782602,0.2,0.7,0.30715341640594085,1.45344351126087,7.0,4.903973515474234,75.42546203643542,75.42546203643542
high,low,0.94,-0.07240982720679515,0.44607691206027755,0.8,0.3,0.7275901727932049,1.2769615439698612,3.0,1.7580969322643978,75.42546203643542,75.42546203643542
high,low,0.94,-0.12785973969720885,0.37674441225121746,0.8,0.3,0.6721402603027912,1.3116277938743912,3.0,1.6982436974662503,75.42546203643542,75.42546203643542
high,low,0.94,-0.024866084672322576,0.8559006654893161,0.8,0.3,0.7751339153276775,1.072049667255342,3.0,1.6797148950678495,75.42546203643542,75.42546203643542
high,low,0.94,0.0453818607652288,0.7164897819662023,0.8,0.3,0.8453818607652288,1.141755109016899,3.0,1.825527057781572,75.42546203643542,75.42546203643542
low,low,0.94,-0.03402293986481641,0.11489266325633196,0.2,0.3,0.1659770601351836,1.442553668371834,3.0,0.9001817072764533,75.42546203643542,75.42546203643542
low,high,0.94,0.017250608644312656,0.8366248236214584,0.2,0.7,0.21725060864431267,1.0816875881892707,7.0,4.9005234881505055,75.42546203643542,75.42546203643542
low,high,0.94,0.007388944154317645,0.48603081422489824,0.2,0.7,0.20738894415431766,1.256984592887551,7.0,4.9004822341444845,75.42546203643542,75.42546203643542
high,low,0.94,-0.1821788483205653,0.005341189957713377,0.8,0.3,0.6178211516794347,1.4973294050211434,3.0,1.7201547780502247,75.42546203643542,75.42546203643542
high,high,0.94,-0.14869826740172384,0.09100194106593074,0.8,0.7,0.6513017325982762,1.4544990294670346,7.0,5.751022862913111,75.42546203643542,75.42546203643542
low,high,0.94,-0.059583421581032726,0.321851557971104,0.2,0.7,0.1404165784189673,1.339074221014448,7.0,4.900073096499638,75.42546203643542,75.42546203643542
high,high,0.94,0.01908958312481078,0.6107814428166476,0.8,0.7,0.8190895831248108,1.1946092785916762,7.0,5.830872364083628,75.42546203643542,75.42546203643542
high,low,0.94,0.12271723508221444,0.06480507427247428,0.8,0.3,0.9227172350822145,1.467597462863763,3.0,2.2272194672876724,75.42546203643542,75.42546203643542
low,low,0.94,0.07604971065997794,0.3448936680592455,0.2,0.3,0.27604971065997796,1.3275531659703772,3.0,0.9021280822244209,75.42546203643542,75.42546203643542
low,low,0.94,0.10421990728192146,0.49218206596638925,0.2,0.3,0.3042199072819215,1.2539089670168053,3.0,0.903267413930601,75.42546203643542,75.42546203643542
low,high,0.94,0.0252609739840465,0.22672100831475195,0.2,0.7,0.22526097398404651,1.386639495842624,7.0,4.900804254230496,75.42546203643542,75.42546203643542
low,high,0.94,-0.06771925790525152,0.6782644230674606,0.2,0.7,0.1322807420947485,1.1608677884662697,7.0,4.90004701818645,75.42546203643542,75.42546203643542
high,high,0.94,0.12259759805092074,0.7655638692945734,0.8,0.7,0.9225975980509208,1.1172180653527133,7.0,5.910190660706812,75.42546203643542,75.42546203643542
low,low,0.94,-0.04989739499049417,0.9482304222918074,0.2,0.3,0.15010260500950584,1.0258847888540963,3.0,0.9000781699326129,75.42546203643542,75.42546203643542
low,high,0.94,-0.1440381901775748,0.8632183908308065,0.2,0.7,0.05596180982242521,1.0683908045845967,7.0,4.900000586393162,75.42546203643542,75.42546203643542
high,low,0.94,-0.020939499243934612,0.5017004858628175,0.8,0.3,0.7790605007560655,1.2491497570685912,3.0,1.8142784639054514,75.42546203643542,75.42546203643542
low,high,0.94,-0.029011838002413578,0.6174008709986165,0.2,0.7,0.17098816199758643,1.1912995645006919,7.0,4.900174121020125,75.42546203643542,75.42546203643542
low,high,0.94,-0.002508268924851192,0.7338795479611735,0.2,0.7,0.1974917310751488,1.1330602260194134,7.0,4.900340406290882,75.42546203643542,75.42546203643542
low,low,0.94,0.10666424455908703,0.9688430593837989,0.2,0.3,0.30666424455908703,1.0155784703081006,3.0,0.9027544138780785,75.42546203643542,75.42546203643542
high,high,0.94,0.15774039927571834,0.9496244938573347,0.8,0.7,0.9577403992757184,1.0251877530713327,7.0,5.871321872458105,75.42546203643542,75.42546203643542
low,low,0.94,-0.1583943213118986,0.2729176928871119,0.2,0.3,0.041605678688101416,1.3635411535564441,3.0,0.900000169993104,75.42546203643542,75.42546203643542
high,high,0.94,0.11528258139834896,0.5290856179169082,0.8,0.7,0.915282581398349,1.235457191041546,7.0,6.0060422025352915,75.42546203643542,75.42546203643542
low,high,0.94,0.025036342475360424,0.45885027683933655,0.2,0.7,0.22503634247536045,1.2705748615803318,7.0,4.9007332693995105,75.42546203643542,75.42546203643542
high,low,0.94,0.13870877073444463,0.42794443636096047,0.8,0.3,0.9387087707344447,1.2860277818195198,3.0,2.0882667510098294,75.42546203643542,75.42546203643542
low,low,0.94,0.10514299910096657,0.9583847966609644,0.2,0.3,0.3051429991009666,1.0208076016695178,3.0,0.9027006042537178,75.42546203643542,75.42546203643542
high,high,0.94,-0.05448334969567033,0.03858922885333804,0.8,0.7,0.7455166503043297,1.480705385573331,7.0,5.9257472002173905,75.42546203643542,75.42546203643542
high,low,0.94,0.09421189416336431,0.9663909184946765,0.8,0.3,0.8942118941633643,1.0168045407526618,3.0,1.7841745901681527,75.42546203643542,75.42546203643542
low,low,0.94,-0.12811408597058332,0.7671446411892635,0.2,0.3,0.07188591402941669,1.1164276794053682,3.0,0.9000021431353071,75.42546203643542,75.42546203643542
high,low,0.94,-0.15485213146632593,0.30347115196486263,0.8,0.3,0.6451478685336741,1.3482644240175687,3.0,1.6795593029812876,75.42546203643542,75.42546203643542
low,high,0.94,-0.05119919023244218,0.8890775228064253,0.2,0.7,0.14880080976755783,1.0554612385967874,7.0,4.9000769961060096,75.42546203643542,75.42546203643542
high,high,0.94,-0.018009156170742398,0.13306027074282112,0.8,0.7,0.7819908438292577,1.4334698646285895,7.0,5.954121453950391,75.42546203643542,75.42546203643542
high,low,0.94,0.12916926163625148,0.2704773647171782,0.8,0.3,0.9291692616362515,1.3647613176414108,3.0,2.1450169018527028,75.42546203643542,75.42546203643542
high,high,0.94,-0.11160667131618707,0.8768472926928988,0.8,0.7,0.688393328683813,1.0615763536535505,7.0,5.565651710368001,75.42546203643542,75.42546203643542
low,high,0.94,-0.11113771530071621,0.43469979079399135,0.2,0.7,0.0888622846992838,1.2826501046030043,7.0,4.900007107151544,75.42546203643542,75.42546203643542
high,high,0.94,0.01449155175179298,0.3271041533481326,0.8,0.7,0.814491551751793,1.3364479233259337,7.0,5.9340946004947766,75.42546203643542,75.42546203643542
high,low,0.94,0.0911221426879279,0.8414724340081877,0.8,0.3,0.8911221426879279,1.0792637829959062,3.0,1.8344351090882154,75.42546203643542,75.42546203643542
low,low,0.94,-0.006940402505062617,0.7247349685321643,0.2,0.3,0.1930595974949374,1.1376325157339178,3.0,0.9003051117821146,75.42546203643542,75.42546203643542
high,high,0.94,0.09168589744275843,0.26521534153466075,0.8,0.7,0.8916858974427585,1.3673923292326697,7.0,6.0848353740411625,75.42546203643542,75.42546203643542
low,low,0.94,0.025815076133952133,0.7100941593691426,0.2,0.3,0.22581507613395213,1.1449529203154287,3.0,0.9006722832584345,75.42546203643542,75.42546203643542
low,high,0.94,0.08938862189381327,0.04188444574565631,0.2,0.7,0.2893886218938133,1.4790577771271718,7.0,4.903001873573369,75.42546203643542,75.42546203643542
low,low,0.94,0.10042020139869606,0.8038069711000648,0.2,0.3,0.3004202013986961,1.0980965144499675,3.0,0.9026871145322978,75.42546203643542,75.42546203643542
high,low,0.94,-0.023842977402962002,0.4615731300601221,0.8,0.3,0.776157022597038,1.2692134349699389,3.0,1.8246378125508351,75.42546203643542,75.42546203643542
low,high,0.94,-0.08701527508394419,0.7515133289968038,0.2,0.7,0.11298472491605582,1.1242433355015982,7.0,4.9000206994585085,75.42546203643542,75.42546203643542
high,low,0.94,0.19396615396713723,0.49898968643110053,0.8,0.3,0.9939661539671373,1.2505051567844498,3.0,2.1410805867434375,75.42546203643542,75.42546203643542
high,low,0.94,-0.13284680421434408,0.553344940201807,0.8,0.3,0.667153195785656,1.2233275298990964,3.0,1.6376064617182875,75.42546203643542,75.42546203643542
low,high,0.94,0.16167118981466133,0.8407453255985615,0.2,0.7,0.36167118981466134,1.0796273372007192,7.0,4.906681030390011,75.42546203643542,75.42546203643542
high,high,0.94,0.0932962541009407,0.6075973589367779,0.8,0.7,0.8932962541009407,1.196201320531611,7.0,5.938840011967686,75.42546203643542,75.42546203643542
high,low,0.94,-0.175885523798204,0.45376659278146936,0.8,0.3,0.624114476201796,1.2731167036092654,3.0,1.606233860930543,75.42546203643542,75.42546203643542
high,low,0.94,-0.0917908296228039,0.4306037513536858,0.8,0.3,0.7082091703771961,1.2846981243231572,3.0,1.734647357129785,75.42546203643542,75.42546203643542
high,low,0.94,-0.02082514888322443,0.6683317915904844,0.8,0.3,0.7791748511167756,1.1658341042047577,3.0,1.7534545811918014,75.42546203643542,75.42546203643542
high,high,0.94,0.19094525006905858,0.2490607118867706,0.8,0.7,0.9909452500690586,1.3754696440566148,7.0,6.259919137755059,75.42546203643542,75.42546203643542
high,low,0.94,-0.061584759405393076,0.6341789291166957,0.8,0.3,0.738415240594607,1.182910535441652,3.0,1.7097066657166853,75.42546203643542,75.42546203643542
low,high,0.94,0.05948353028093431,0.9307537649181368,0.2,0.7,0.2594835302809343,1.0346231175409315,7.0,4.901217113746329,75.42546203643542,75.42546203643542
low,high,0.94,-0.057749447512284835,0.8641714994470148,0.2,0.7,0.14225055248771518,1.0679142502764927,7.0,4.900062202263824,75.42546203643542,75.42546203643542
high,low,0.94,0.1449710909821839,0.4255528012308175,0.8,0.3,0.9449710909821839,1.2872235993845913,3.0,2.0992981024409136,75.42546203643542,75.42546203643542
high,high,0.94,-0.03193177000701461,0.015405698637861676,0.8,0.7,0.7680682299929854,1.4922971506810692,7.0,5.973013192780003,75.42546203643542,75.42546203643542
high,high,0.94,-0.04150981462157132,0.10961746974067599,0.8,0.7,0.7584901853784287,1.4451912651296621,7.0,5.922969734489147,75.42546203643542,75.42546203643542
high,high,0.94,0.006040533809524799,0.8252286753050877,0.8,0.7,0.8060405338095249,1.0873856623474563,7.0,5.730481007299733,75.42546203643542,75.42546203643542
low,low,0.94,-0.102664295246636,0.8849247238212067,0.2,0.3,0.097335704753364,1.0575376380893966,3.0,0.9000092396755552,75.42546203643542,75.42546203643542
high,low,0.94,-0.0790943877759675,0.9807534710329091,0.8,0.3,0.7209056122240325,1.0096232644835454,3.0,1.570667648534199,75.42546203643542,75.42546203643542
