market,dist1,dist2,dist3,dist4
20,2.191689,3.890886,4.172916,4.092244
20,.7057514,2.949265,2.606455,2.452675
20,1.739261,2.11875,3.446256,3.221544
20,.5769519,2.958979,2.429698,2.271514
20,.436042,3.039968,2.261014,2.107721
20,1.190244,3.348555,3.184757,3.079845
20,.9933758,2.942469,2.934172,2.785015
20,.9679409,2.489397,2.366925,2.134267
20,2.060435,3.548566,4.054894,3.947397
20,.5541528,2.898891,2.225795,2.047642
20,2.057028,1.590659,3.537233,3.271747
20,1.832268,2.644469,3.730764,3.551178
20,.4547442,2.997925,2.146204,1.979356
20,.4754038,2.979895,2.123846,1.9523
20,1.56842,2.650216,3.461358,3.283869
20,1.0736,2.388166,2.587568,2.358474
20,.7549768,2.78954,2.550959,2.373971
20,1.1782,2.871187,3.111498,2.955535
20,1.801482,2.446203,3.645527,3.449675
20,1.258179,3.34093,3.252669,3.145836
20,1.071428,2.695031,2.925834,2.748491
20,.7228503,2.736644,2.214259,2.008043
20,1.718587,2.097907,3.409636,3.182544
20,.6728989,2.787169,2.185495,1.985382
20,.7810858,3.181676,2.764609,2.642944
20,1.255445,2.367159,2.957324,2.744668
20,2.786396,1.515954,4.35463,4.089992
20,.9701182,3.17667,2.956102,2.833994
20,1.878273,1.597854,3.198491,2.919205
20,.8726947,3.052249,2.834664,2.697582
20,1.145007,3.238305,3.136579,3.020212
20,.5004325,3.085973,2.422194,2.282151
20,2.502687,2.578277,4.377026,4.181482
20,1.828368,3.030004,3.795862,3.648875
20,1.274958,2.428682,3.031662,2.827834
20,.5153721,3.005485,2.375025,2.221487
20,1.420972,2.55806,3.27258,3.085819
20,1.357861,3.147461,3.342109,3.213728
20,1.71395,1.762828,3.079026,2.808863
20,.7821841,2.990933,2.717278,2.571235
20,3.256045,.7550547,4.539201,4.23432
20,1.20189,2.69691,3.079886,2.905205
20,1.450591,2.013353,2.850197,2.592436
20,.8481683,2.678274,2.587651,2.39736
20,1.681154,3.236024,3.669889,3.544403
20,.7091926,2.773711,2.117951,1.908949
20,.6287329,2.852773,2.380152,2.204079
20,1.147471,3.086856,3.123981,2.991181
20,.3538312,3.396471,1.687459,1.565756
20,.5922938,2.888336,2.357461,2.18553
20,.8658979,2.768686,1.912641,1.675281
20,.5003026,3.054467,2.398761,2.25336
20,.9849295,3.265255,2.977865,2.865931
20,1.206518,2.901492,3.148986,2.996322
20,1.037488,2.438516,2.61341,2.3928
20,.482333,2.994257,2.287399,2.128184
20,.5902907,3.11419,2.54535,2.412322
20,.6455462,3.132759,2.612498,2.483117
20,1.606271,2.032659,3.212579,2.974796
20,.4996153,2.952842,2.18312,2.011074
20,.5899603,2.91884,2.404637,2.239548
20,.5047675,3.026769,2.380125,2.229955
20,.9988921,3.007324,2.95688,2.815283
20,2.012779,1.914655,2.506836,2.169902
20,1.882356,1.608223,3.233139,2.956855
20,1.983055,3.781435,3.96627,3.883427
20,1.789065,2.225888,3.553556,3.339034
20,.8448786,2.725101,2.635355,2.453232
20,1.720532,2.153903,2.264076,1.938886
20,2.027273,2.769337,3.951082,3.778908
20,.47039,3.046304,2.342882,2.194188
20,1.095732,2.518979,2.842533,2.642862
20,.9659798,2.984277,2.91643,2.771947
20,1.577596,2.074387,3.203291,2.969133
20,.9343849,2.678472,1.982577,1.736269
20,.7967068,2.828911,2.650123,2.481903
20,1.181335,3.242395,3.173097,3.056772
20,.4644916,3.009543,2.271946,2.114364
20,1.538382,2.527689,3.390992,3.202113
20,2.124646,1.532026,3.592283,3.323868
20,2.052243,3.435728,4.045695,3.928375
20,.4826941,2.986508,2.269546,2.108187
20,1.696971,3.574957,3.687668,3.594359
20,2.046607,2.2148,3.829062,3.614065
20,.7949693,2.776927,2.60478,2.428244
20,.9215904,3.201029,2.909658,2.790511
20,1.229403,4.223247,.8820242,.9662578
20,1.900689,1.716649,3.400984,3.14144
20,.8447994,3.119202,2.819821,2.690733
20,2.661268,3.470168,4.647023,4.511699
20,.8219219,2.872849,2.7106,2.549608
20,2.248594,2.460808,4.103388,3.90442
20,.6599319,3.019546,2.586641,2.441705
20,2.182615,3.412724,4.174098,4.050658
20,1.008496,2.539718,2.717985,2.515866
20,1.526838,2.542757,3.383659,3.196144
20,1.827386,1.901153,3.43305,3.189738
20,2.027118,3.183382,1.377696,1.020222
20,.4641057,3.035211,2.31694,2.165472
20,.8694919,2.74157,2.687999,2.509879
20,.4190241,3.035846,2.103664,1.940542
20,1.330727,2.730333,1.710848,1.407168
20,1.203583,3.279109,3.196935,3.08429
20,.4605933,3.053881,2.334383,2.186501
20,1.518116,2.283895,3.260725,3.047682
20,1.980834,1.688269,3.49949,3.240565
20,2.944903,.6561947,3.770773,3.434728
20,.8903524,2.570855,2.297409,2.071192
20,.4846179,3.04881,2.369452,2.222162
20,1.859405,1.964469,3.512558,3.276016
20,.4571423,2.995291,2.159008,1.992559
20,.5309763,2.989746,2.384379,2.228882
20,1.533463,2.158697,3.202909,2.976718
20,1.843598,1.697703,3.281929,3.016221
20,.8179567,2.64579,2.438805,2.235687
20,.6556547,3.014784,2.579111,2.433362
20,1.075131,2.384537,2.418957,2.17488
20,1.977131,2.718354,1.7825,1.428138
20,1.132462,3.293597,3.126361,3.016208
20,1.030408,3.049633,1.483349,1.229222
20,.4742257,2.985604,2.233706,2.07023
20,.89591,2.617151,2.598451,2.400586
20,.4171117,3.036561,2.168375,2.009521
20,.5629293,3.684452,1.434568,1.36537
20,.537928,3.082716,2.46882,2.329637
20,.8887852,3.215327,2.87793,2.76054
20,.9042552,3.222796,2.894178,2.777648
20,1.284433,3.057533,3.258034,3.121284
20,1.164566,2.612615,2.997672,2.812675
20,.5788096,3.025946,2.487747,2.341092
20,.4584923,3.001149,2.090241,1.919979
20,1.15649,3.283547,3.150066,3.038512
20,1.788105,2.746709,3.709012,3.538457
20,2.433295,3.504775,4.42492,4.300676
20,1.53307,3.397309,3.52758,3.420996
20,2.452528,1.000457,3.55775,3.247034
20,1.909989,3.286424,1.220202,.8627954
20,1.682459,3.238834,3.671353,3.5461
20,2.012797,2.1768,2.271818,1.926621
20,1.022615,2.782405,1.778477,1.517309
20,1.025784,2.433042,2.392818,2.153755
20,2.548524,4.102681,4.526038,4.449237
20,1.228029,2.43813,2.973213,2.768748
20,1.081074,2.527858,2.827666,2.628499
20,1.082259,2.390273,2.6321,2.406338
20,1.447137,2.193616,3.103882,2.878118
20,1.406529,2.721261,3.311258,3.140533
20,1.096814,2.943541,3.044375,2.895988
20,2.459268,1.138424,3.787259,3.496883
20,1.852357,1.884026,2.537855,2.214252
20,1.306097,2.548714,1.918466,1.62178
20,.7105005,2.741936,2.28378,2.084278
20,1.407136,3.236496,3.397871,3.277721
20,.5971579,2.855878,2.24738,2.063664
20,2.272511,2.857675,4.205781,4.035436
20,.548945,2.906789,2.153251,1.971165
20,2.425551,1.032635,3.569268,3.262153
20,.4993227,2.961764,2.25174,2.085443
20,.7181434,3.125755,2.688516,2.559191
20,.92079,3.09514,2.893946,2.76229
20,1.086584,2.433334,2.731057,2.516462
20,.4332794,3.02842,2.220468,2.063229
20,.5707204,2.989389,2.448906,2.295814
20,1.49154,2.82974,3.426594,3.266062
20,.5487632,3.070592,2.47575,2.335039
20,.6448535,3.056901,2.585547,2.445583
20,.8129061,3.193552,2.798718,2.678646
20,.6307614,3.274429,1.535232,1.365329
20,.8153536,2.684569,2.526826,2.334387
20,1.80846,3.671396,3.795329,3.707997
20,1.180545,3.271766,3.173668,3.06053
20,1.836459,2.976455,3.796794,3.645046
20,1.457848,2.044678,2.951708,2.70389
20,1.623738,3.248387,3.613713,3.490619
21,1.066661,.401971,.4509889,.1251875
21,1.065602,.9973665,1.012024,.8185089
21,.3972936,.3978408,.3737732,.6456137
21,.6697178,.403594,.4136384,.4260339
21,.9479479,.7768028,.7949018,.5963642
21,.8698384,.7037905,.7195264,.560712
21,1.101656,.5107874,.5568951,.0791067
21,.6999803,.9243774,.916686,.9509025
21,.1966793,.5262219,.4880515,.8406087
21,.1633356,.5541273,.5107498,.9051424
21,.0344492,.7445793,.7026474,1.071395
21,.4211233,.6392021,.6214814,.7889532
21,.1579568,.6456122,.5993176,1.017828
21,.847968,.80501,.813821,.7052804
21,.3432745,.7875392,.7617347,.9788004
21,.5064639,.2769982,.2279935,.7013963
21,1.07497,.6201029,.6576655,.2674527
21,.9683134,.3271505,.3748534,.1111317
21,1.133776,.8544027,.8823087,.5674443
21,.9339009,.2290592,.2766369,.2814817
21,.4735062,.9855485,.9601072,1.155669
21,.9147946,.4172138,.4539922,.1720852
21,.4337207,.6733242,.6559544,.8143918
21,.1494302,.5846034,.5467617,.8903783
21,.0854996,.6288891,.5863571,.9678528
21,1.020622,.6457199,.6773118,.3556979
21,1.13555,.4335873,.4809446,.2713708
21,.5589548,.7018927,.6929514,.7718209
21,.9431428,.999902,1.005596,.9014109
21,1.160612,.6706421,.7115133,.2743631
21,1.035292,1.002988,1.01514,.846274
21,.1739671,.8256762,.7891055,1.101356
21,.6505326,.3646612,.3254159,.7904853
21,1.226552,.7798434,.818879,.3927248
21,1.026216,.6305389,.6635238,.3286118
21,.8490025,.8659205,.8717437,.7831866
21,.3476855,.3915473,.3591112,.6898203
21,.2304458,.5073919,.4715896,.807558
21,.4223081,.4140102,.3649183,.8340822
21,.4127569,.8233199,.8006757,.9852836
21,1.072579,.5279352,.5710441,.1243202
21,.2821628,.5134901,.4834863,.77338
21,.7593442,.8386701,.8391737,.8065701
21,.8875465,.7102852,.7271346,.5552205
21,.7057878,.7962503,.7946998,.7884721
21,.4760907,.7553802,.7389317,.8763409
21,.7903913,.5643743,.580277,.4605473
21,.5216141,.8166938,.8013031,.9207032
21,.3601138,.3509016,.3103749,.7031765
21,.32018,.7529175,.7265866,.9522194
21,.9688098,.7192245,.7422208,.5024903
21,.9911686,.9824483,.9925464,.8464994
21,.28629,.5802677,.5526907,.8122942
21,.0914869,.6307789,.5910728,.946683
21,.6510624,.2555998,.217354,.682072
21,.9758126,.2847221,.314639,.4592082
21,1.197089,.5832297,.6309949,.161459
21,.2457745,.5774624,.5468226,.8317668
21,1.215112,.8490378,.8831913,.5023823
21,.8901855,.6167333,.6389003,.434619
21,.347633,.388432,.3416969,.7777935
21,1.109193,1.041965,1.057229,.8531822
21,.3220472,.5866238,.5617864,.7980027
21,.9231941,.3503463,.3927191,.1148861
21,.2823359,.5357604,.4875182,.9336641
21,.1858924,.8023852,.7673407,1.066974
21,.4009756,.870353,.8453378,1.046792
21,.9712334,.6653976,.6917098,.4272318
21,1.144918,.7875164,.8202266,.4612378
21,1.197177,.9426585,.9699997,.6519108
21,.3749338,.8128658,.7882316,.9920141
21,.4179995,.3230588,.293661,.6214223
21,.1541118,.5655805,.5220054,.9174145
21,.5214849,.2430915,.2251839,.5190365
21,.0682071,.7790825,.7374265,1.10157
21,1.246558,.6403395,.6879817,.2152476
21,.8172202,.7404512,.7500607,.6456369
21,1.019731,.4665377,.5094407,.0867307
21,.5199977,.2008712,.1541124,.606164
21,.387174,.4625417,.413444,.8790457
21,.4822674,.2286227,.1884007,.6010115
21,.268273,.5520036,.503898,.9476444
21,.8624657,.9412993,.9442777,.8735854
21,.4099009,.6635728,.6446865,.8178733
21,.58369,.8930095,.8787913,.9780454
21,1.120062,.7204474,.7553307,.3806357
21,.9135989,1.0219,1.024316,.9500601
21,.3485542,.4543072,.4279501,.7019323
21,.4300438,.5356543,.5192873,.6973025
21,1.009195,.9313621,.9455916,.7638962
21,1.082517,.6784598,.7130128,.3488621
21,1.008968,.2981778,.3405636,.3470738
21,.9598467,1.050337,1.054494,.9602607
21,.9968944,.3876324,.4337709,.0446435
21,.7184899,.9183769,.9122505,.9322997
21,.6120232,.9551636,.9401091,1.040536
21,.7393836,.43106,.4481131,.3805141
21,.4304383,.8105621,.7894399,.9617051
21,.5619707,.5193003,.5151657,.5970458
21,.2938119,.6253054,.5986854,.8434725
21,1.24393,.6976796,.7424611,.2695232
21,.8672861,.682019,.6986862,.535355
21,.4411435,.9442982,.9187257,1.11881
21,1.195355,.8695853,.901105,.5461734
21,1.052926,.8577947,.879436,.6307128
21,.9078619,.6539741,.6755919,.4665647
21,.6727741,1.009292,.995732,1.076784
21,.9116104,.6244342,.6480398,.4254093
21,.7394353,1.020482,1.01087,1.053196
21,.3421345,.8028235,.7765215,.9964382
21,.9568567,.6111339,.6394445,.3666351
21,1.152431,.5943166,.6390495,.1682081
21,.50626,.2141435,.1676536,.6166415
21,.8095887,1.007281,1.003158,.9940384
21,1.092761,.388998,.4361305,.2680318
21,.771928,.6751034,.6841361,.600098
21,.3404267,.45739,.4302983,.7089989
21,.8326181,.1329856,.1651072,.4225902
21,.5334011,.2063426,.1574646,.6247945
21,.5206242,.935109,.9149784,1.064964
21,.8620114,1.010064,1.009464,.96591
21,.4330156,.775155,.7552788,.9206865
21,.4097354,.3937187,.3446693,.8091601
21,.7065583,.7549688,.7552493,.7388195
21,.1827035,.5319571,.4922065,.8571296
21,.8440411,.520068,.5433924,.3629887
21,1.238053,.6041679,.6527594,.2016057
21,.312588,.4153753,.3801095,.7260236
21,.1065003,.6242455,.5803476,.9751418
21,1.142006,.8394833,.8688821,.539758
21,1.249197,.623952,.6723028,.2121122
21,.7657329,.7404737,.7459962,.681896
21,.4951849,.7874076,.7712498,.9015352
21,.375532,.9330251,.9038671,1.13854
21,1.311019,.9009174,.9386401,.5185353
21,1.243921,.8919138,.9255718,.5464454
21,1.057958,.7574831,.7853497,.484511
21,.707446,.9281593,.9208092,.9513391
21,.6682618,.7614949,.7586011,.7709848
21,.1664247,.5466491,.5063756,.8742609
21,.0835491,.7491992,.7050368,1.096168
21,.2235115,.4885037,.4481758,.8223025
21,.5373052,.3571932,.3103962,.7885904
21,.2428704,.8590707,.8251227,1.110322
21,.9882161,1.049941,1.056129,.9418963
21,.1813024,.5646742,.5192026,.9327903
21,1.265588,.8617969,.8987246,.4885076
21,1.076443,.3909555,.4398842,.1861121
21,.1326278,.5790514,.5369163,.9182791
21,.9101393,.8827791,.8922876,.7646663
21,.4296964,.3158287,.2676733,.7215837
21,1.215975,.8734466,.9062174,.5377899
21,.3648449,.7782789,.7540268,.9582207
21,.9006934,.9140428,.9212126,.8126547
21,.7547783,.1560555,.1462414,.5469556
21,.9988865,.9861715,.9966239,.8466181
21,.7048965,.867705,.8629394,.8765464
21,1.227845,.594235,.6427967,.1915309
21,.9436794,.8266968,.8417385,.6664407
21,.9270535,.8802279,.891135,.7498281
21,.1321017,.8261646,.7868351,1.125501
21,1.200333,.5746339,.6228647,.1632106
21,.38004,.5374463,.5167499,.7290294
21,.5156901,.3642483,.3166273,.794542
21,.5702387,.3987925,.3538621,.830542
21,.9891292,.8474848,.8648638,.6621943
21,.5922453,.5680336,.5656148,.6176727
21,1.253407,.7986298,.8383974,.4038767
21,.6145793,.7242721,.7187634,.7622016
21,1.156812,.7069622,.745391,.3318795
21,.6214443,.2130504,.1703622,.6441914
21,.7259893,.572115,.5817018,.5219826
21,1.284911,.8087267,.8499874,.4012336
21,.3502231,.3807985,.3344439,.7676744
21,.7269155,.1400885,.1711969,.3322782
21,.3862946,.6609746,.6404742,.8279464
21,.5775521,.8850946,.8707962,.9717075
21,.1389807,.717806,.6821518,.9942097
21,1.146798,.6058908,.6495995,.187321
21,.4446166,.2902785,.2608415,.5985985
21,.9238635,.391931,.4313769,.1365268
21,.0603069,.6964097,.6526926,1.041764
21,.5144217,.6615466,.6503734,.7568836
21,.1560307,.5634078,.5242282,.8812625
21,.9074013,.854429,.8652238,.7288227
21,.1990176,.6617234,.6293181,.9183646
21,1.011374,.9818227,.9934195,.832421
21,1.236799,.6275095,.6752399,.2037765
21,.2813854,.6220721,.5946008,.8469733
21,.8900236,.3841656,.420704,.1754864
21,1.120339,.6741796,.7118976,.3106319
21,.9228539,.489446,.5222108,.2438764
21,.1430661,.5688846,.5266344,.9097974
21,.7972392,.7609732,.7680107,.6850436
21,1.293133,.9358606,.9703503,.5798239
21,.8715568,.3494178,.3864393,.1770319
21,.5134755,.198163,.1558504,.5851445
21,1.113163,.4835642,.5316235,.0818068
21,.2429241,.6617998,.6136602,1.054873
21,1.070936,.9992551,1.014192,.8176578
21,.9253109,.2166737,.2560768,.3767828
21,.2994601,.4510577,.4184624,.7388164
21,.2346499,.6805578,.6502084,.91939
21,.6241208,.2289778,.187025,.6595402
21,.7454553,.6617002,.6691253,.6041896
21,.9419233,.9007062,.9116278,.767346
21,1.044725,.815367,.8388245,.5769148
21,.7548675,.6708242,.6786299,.6077038
21,1.148353,.8226226,.8534931,.5104441
21,.8872773,.875976,.8841352,.7709597
21,.928665,1.040433,1.042923,.9660563
21,.5865975,.550057,.5475782,.6055331
21,.6690513,.79873,.7943668,.8143198
21,1.04856,.877474,.8976618,.6615264
21,.8316749,.2015619,.2071526,.5374101
21,1.05834,.7110035,.7416757,.4171937
21,.7047943,.495592,.5062468,.4659224
21,.8700242,1.034242,1.032941,.993731
21,.6238449,.1540879,.1544272,.428323
21,1.108116,.7654105,.7966743,.4566557
21,1.010847,.9682424,.9805517,.8139154
21,.3388392,.3920265,.3457977,.7771378
21,1.237061,.8873877,.9208301,.544274
21,1.019749,1.085967,1.092396,.9723811
21,.6843443,.124481,.1442014,.3765862
21,1.050873,.8813738,.9015132,.6653696
21,1.065651,.8833787,.9045108,.6577401
21,.2049913,.518095,.4800727,.8323573
21,.446091,.2820292,.2509026,.600799
21,.5839621,.8245568,.8131133,.8951888
21,.9480703,.2461952,.2809004,.4147659
21,.7101945,.7842675,.7835652,.7712804
21,.2876312,.5088337,.4607866,.9051635
21,.581532,.6871297,.6803656,.7424353
21,1.027088,.3382183,.3871076,.1964982
21,.4723413,.2909456,.2419462,.707878
21,1.155995,.631153,.6740242,.2185981
21,.8971083,.8602411,.8699551,.7435436
21,.1571008,.5916219,.5463612,.956407
21,1.282888,.7668493,.8102897,.3450677
21,.8269574,.4702713,.4946973,.3278429
21,.7051767,1.046527,1.033291,1.107881
21,.999132,.7835741,.8053186,.566898
21,.4365614,.8617259,.8392259,1.018422
21,.6495005,.2724746,.2339789,.6988797
21,1.114066,.7402291,.7734606,.4148501
21,.7030771,.0859014,.0664315,.5080669
21,1.036088,1.055108,1.064412,.9187686
21,.4978796,.7593195,.7442369,.868804
21,.2591684,.5562259,.5259818,.810874
21,.2276501,.4880328,.4445857,.844599
21,1.234001,.9756717,1.0037,.6757023
21,.6037604,.5433835,.5426541,.5873891
21,1.167559,.8801717,.9090458,.5810238
21,1.089567,.7413508,.7726363,.435975
21,.2571133,.5261497,.4944636,.7954277
21,.4169016,.8797751,.85538,1.050223
21,1.090927,.5558608,.5986152,.1520361
21,.6754244,.1219919,.1386383,.3863747
21,1.304105,.9285884,.9642479,.5626193
21,.5533913,.8183296,.8050255,.9050896
21,.7258219,.8327566,.8310698,.8203791
21,.464246,.9326566,.9090478,1.091745
21,.3461084,.7825557,.7570549,.9719442
21,.8288501,1.072542,1.066378,1.070683
21,.4343237,.9331356,.9076302,1.108016
21,.6928755,.7982817,.7956875,.799026
21,.6793355,.6656789,.6674511,.6555895
21,.4912207,.3816748,.3334331,.8102496
21,1.055501,.6103382,.6469635,.2709133
21,.6215308,.3673912,.3257804,.7964786
21,.7175724,.3445681,.3125959,.7570649
21,.8952104,.6332409,.6549264,.450976
21,.3313944,.3938184,.3482387,.7738838
21,.6414667,.1765185,.1357809,.6069066
21,.2415984,.8337848,.8007448,1.079367
21,1.177225,.6822373,.7235847,.2804124
21,.543256,.4258738,.3797126,.8576592
21,.5641819,.8012347,.789302,.8791444
21,1.031892,1.085745,1.093043,.9644451
21,.984816,.8524669,.8692412,.6720973
21,.4355983,.8566533,.8342786,1.012851
21,.9953641,.8818524,.8977959,.7050256
21,.1648556,.5555878,.5118565,.9093803
21,.6824725,.8966504,.8890088,.9261046
21,.9987358,1.075144,1.08069,.9703976
21,.3687819,.3763002,.3287934,.772905
21,.1488015,.5794691,.541148,.8893391
21,.8490307,.7108985,.724557,.5855497
21,1.143885,.8274801,.8577304,.5208282
21,1.022656,1.042309,1.051368,.9094059
21,.9791145,.7203371,.7441049,.4956701
21,1.061338,.4375758,.4850921,.0381964
21,.7009313,.6436152,.6480578,.6164288
21,.7236634,.9561022,.9485549,.9777843
21,.2806405,.5029231,.455167,.8961261
21,.2754558,.7836035,.753966,1.005894
21,.7796568,.7985625,.8024619,.7434344
21,.4240432,.3095743,.2789117,.6181406
21,.7468612,.8035149,.8047084,.7710388
21,.7538236,.9010068,.898187,.8888018
21,1.025749,.4204355,.4666576,.0119088
21,.4788048,.2510241,.2219893,.5705828
21,.7563925,.7248638,.7303577,.6697248
21,1.015887,.646409,.6775689,.3609962
21,.1145789,.617515,.5788722,.9262449
21,.0333453,.6972371,.6544802,1.033973
21,.049206,.7599669,.718161,1.08482
21,.4675135,.328485,.2793975,.7501325
21,.6117642,.6151634,.6130903,.6491422
21,1.144533,.7618811,.7961004,.4234942
21,.2087841,.6178774,.5855823,.8788325
21,.1368872,.5788841,.5358875,.9250679
21,.5737421,.3144965,.2692684,.7463511
21,.9427243,.4851784,.5200913,.2150438
21,1.119665,.4127911,.4590045,.298149
21,.7272664,.6944911,.6989875,.654581
21,1.133636,.4392655,.4875708,.2350534
21,.9488654,.4231126,.4627785,.1314911
21,.3999451,.3154839,.2785576,.6542722
21,.2460633,.8381169,.8051732,1.082563
21,.8754616,.7113447,.7271464,.5659283
21,1.083241,.7387233,.769677,.4371996
21,.7214417,1.009259,.998981,1.048756
21,.8988521,.3143338,.3149166,.629698
21,1.21136,.9690427,.9958507,.6809117
21,.8268049,.8238859,.8301409,.7438044
21,.8826977,.4582166,.4890517,.2545816
21,1.081604,.666335,.7015602,.3315094
21,.3660698,.5410988,.519258,.7398797
21,1.205536,.7693721,.8075628,.3908996
21,.1360965,.7214327,.6755148,1.086865
21,.8183723,.7248597,.7353261,.6255915
21,.8697824,.6319889,.651534,.4711807
21,1.012625,.8527929,.8716632,.6526979
21,1.052341,1.052965,1.063546,.9053823
21,1.166728,.7146661,.7533498,.3362041
21,.3429183,.4175753,.3876224,.6955637
21,.7533361,.8598257,.8589047,.8368914
21,.4436375,.2695094,.2259875,.6499779
21,.2205991,.5331451,.4868996,.9099509
21,.3545314,.359221,.3157434,.72822
21,.1827807,.6520672,.605099,1.031145
21,.3253331,.3934307,.3563982,.7184738
21,.3533234,.747431,.7232313,.9306416
21,.9477981,.393947,.4355423,.1046077
21,.2616456,.8986934,.8640512,1.153105
21,.5019245,.4759146,.4284104,.9063355
21,.4363111,.6977792,.6800929,.8372512
21,.3650959,.5494936,.5276739,.7464014
21,.2213379,.7136306,.6822874,.9564765
21,1.144394,.9917876,1.01246,.7583525
21,.6010744,.1105755,.0773332,.5000367
21,.7321186,.2813869,.2541988,.6873257
21,.2531034,.6401994,.59193,1.035647
21,.5038096,.9691978,.9464666,1.117776
21,.7272385,.8428273,.8407894,.8319471
21,.3488159,.3971994,.349855,.7912016
21,1.002781,.4200547,.4646042,.0451581
21,.26873,.4425232,.4005077,.7929162
21,.1767204,.8057732,.7701205,1.075156
21,1.084046,.8220146,.8480896,.5570596
21,.5016871,.2726209,.2235313,.6952236
21,.9696877,.7861512,.8054421,.5926759
21,.7046893,.1951205,.1673359,.6099366
21,1.113552,1.041383,1.056991,.8495251
21,.7384073,1.001971,.9932082,1.029224
21,.5877602,.9360568,.9202551,1.029644
21,1.131022,.9460549,.9684033,.7016883
21,.3837556,.3368133,.2914594,.7201682
21,.8103084,.6051715,.6208695,.4892484
21,1.028515,.84026,.8610493,.623786
21,.4205535,.8992541,.8743179,1.072357
21,.2161142,.5308889,.4849572,.9049545
21,.3230122,.6261252,.6015034,.8294542
21,.5833686,.1795453,.131176,.6086779
21,.7265497,.6174445,.625168,.5692804
21,1.235847,.763487,.8041026,.3632573
21,.3546484,.8683652,.8406269,1.067356
21,.6358526,.0882995,.039213,.5150819
21,.6811437,.5452638,.5517312,.5308669
21,.79343,.8542295,.8565106,.8043666
21,.7123516,.6316012,.6375049,.5951362
21,.6828318,.0449353,.0610741,.4253925
21,.4016576,.687909,.6680393,.8457853
21,.8010638,.9707127,.9678373,.9506071
21,.677645,.6863999,.6872253,.6795208
21,.9119948,.3614269,.4018781,.1323397
21,1.139499,.4583027,.5072759,.1928186
21,.0462963,.698701,.6588489,1.010635
21,.6443137,.7086503,.7059912,.7261255
21,.7595314,1.012902,1.005041,1.031327
21,.3695746,.8013815,.7767686,.9816024
21,.546434,.26107,.213132,.6908909
21,.9931458,.7887605,.8097422,.5785835
21,.1914134,.6017262,.5549847,.9802711
21,1.247332,.5593061,.6078554,.2799176
21,.9014839,.454174,.4871475,.2280418
21,.3304342,.5089596,.4832483,.7407871
21,.8495576,.8237479,.831737,.7282475
21,1.026879,.6839762,.7137591,.4049369
21,.1406623,.7742432,.7376726,1.053571
21,.7008523,.1622013,.1351411,.5795171
21,1.070596,.5724285,.6126239,.1976486
21,.7484377,.8387653,.8384622,.8136081
21,1.022367,.8310451,.8518887,.6154187
21,1.022524,.6333242,.6658332,.336089
21,.3582869,.7757623,.7511767,.9586432
21,.4932123,.2197046,.1831498,.5795801
21,1.150204,.6022097,.6463549,.1801647
21,.1448065,.7002899,.654109,1.069234
21,1.252549,.8899032,.9242832,.5379146
21,.613827,.7321032,.7262553,.7713723
21,.2876879,.7621685,.7337347,.9770466
21,1.051053,.428826,.4761952,.0321479
21,1.194569,.7153203,.7559274,.3180895
21,1.060372,1.003498,1.017432,.8305793
21,.6578388,.8944998,.8852484,.9378037
21,.9278876,1.064667,1.065799,.9998784
21,1.177703,.6472661,.6906661,.2292437
21,1.060623,.3798455,.4289061,.1693852
21,.8986745,1.019769,1.021243,.9564323
21,.4980412,.9145662,.893865,1.051145
21,.7968283,.7589278,.7660308,.6828099
21,.9626265,.7311686,.7529852,.5236217
21,.211188,.5105392,.4663273,.8713517
21,1.000059,.9433056,.9562026,.7865573
21,.3075189,.4133497,.3765462,.733771
21,.7177956,.5540285,.5636069,.5102658
21,.395524,.6733248,.6532825,.8348243
21,.960124,.7626432,.782491,.5680878
21,.8352329,.2689386,.3077895,.2028202
21,.5036718,.9212893,.900665,1.056578
21,.1815693,.6119335,.5653422,.9885274
21,1.050595,.6173794,.6531702,.2861979
21,1.011389,.3384314,.3875046,.1527759
21,1.054285,.4522757,.4985873,.0204093
21,.5453724,.3576699,.3112608,.7893316
21,.8140917,.9099087,.9109799,.8628655
21,.606155,.3121396,.3150421,.4415152
21,.7593042,.066228,.0916524,.443837
21,.9758268,.4894305,.5270857,.1798555
21,.4398101,.2710768,.2302113,.6380891
21,.4288045,.9105316,.885645,1.082212
21,.7916495,1.066068,1.057692,1.083919
21,.5217166,.4752847,.4283712,.9065752
21,.7626182,.1832347,.1714375,.5707398
21,.6705046,.0643472,.073861,.4250031
21,1.085128,1.051331,1.064343,.8820313
21,.1246451,.5951432,.555634,.9125442
21,.2899998,.543884,.4954353,.944403
21,.6685363,.7041276,.7035352,.7053262
21,.4578863,.3935165,.3772849,.595986
21,.5914943,.6741279,.6685522,.7225316
21,1.285715,.6368552,.685847,.2535129
21,1.158335,.9789512,1.001373,.7305908
21,1.09189,.8121489,.8393997,.5370141
21,.5631526,.1793655,.1302663,.6026798
21,1.273636,.8814982,.917827,.5123582
21,.810008,.4928299,.514287,.3674601
21,.6309071,.2132107,.1718231,.6435353
21,.8339137,.124532,.1649512,.3870406
21,.7653396,.3093664,.2856691,.7046036
21,.7438595,.0664881,.0802142,.4627881
21,.4396382,.4670472,.4182524,.8919472
21,.7866446,.887077,.8872796,.8506263
21,.9923424,.2823849,.3232214,.3642243
21,1.016431,.4785854,.5204411,.1105443
21,.667667,1.024425,1.009781,1.099763
