market,x1,x2,share1,share2,p1,p2,mc1,mc2,zone,inc_mu,inc_sig,active1,active2,micro11,micro12,micro21,micro22
207,2.036353,-4.103105,.4983133,.000203,3.515329,1.569901,.7136164,.3733094,48,2.658361,1,1,1,12.0892,9.69542,3.016548,3.037952
208,2.617739,1.917025,.2311876,.298552,1.408412,1.268405,.4987544,.4371171,19,.6737751,1,1,1,12.0892,9.69542,3.016548,3.037952
209,-.582284,-1.127808,.0001558,.0015957,4.061109,2.039063,.5600898,.684235,17,-2.818169,1,1,1,12.0892,9.69542,3.016548,3.037952
210,1.279551,0,.0033041,0,2.175318,0,.8368444,0,6,-1.655216,1,1,0,12.0892,9.69542,3.016548,3.037952
211,-3.848222,.7893622,.0003013,.1224941,.9799215,1.062716,.5576236,.4908278,12,2.029662,1,1,1,12.0892,9.69542,3.016548,3.037952
212,0,4.361556,0,.4073737,0,1.628214,0,.9236745,56,-1.269895,1,0,1,12.0892,9.69542,3.016548,3.037952
213,3.983485,0,.4475903,0,1.880046,0,.9502176,0,23,-2.185174,1,1,0,12.0892,9.69542,3.016548,3.037952
214,2.574047,0,.532885,0,3.142282,0,.2161711,0,54,2.925377,1,1,0,12.0892,9.69542,3.016548,3.037952
215,0,-2.645479,0,.0009779,0,1.61873,0,.2551546,24,.1261604,1,0,1,12.0892,9.69542,3.016548,3.037952
216,-2.365885,2.835381,.0005917,.5739949,2.268338,2.493777,.5129808,.3769691,25,2.177169,1,1,1,12.0892,9.69542,3.016548,3.037952
217,3.064025,0,.6481313,0,1.389676,0,.2384741,0,56,.8969994,1,1,0,12.0892,9.69542,3.016548,3.037952
218,0,0,0,0,0,0,0,0,57,2.842678,1,0,0,12.0892,9.69542,3.016548,3.037952
219,-1.723899,0,.0025125,0,2.162823,0,.9761939,0,8,-.1192807,1,1,0,12.0892,9.69542,3.016548,3.037952
220,3.585289,0,.5354773,0,2.268338,0,.1861379,0,25,1.998577,1,1,0,12.0892,9.69542,3.016548,3.037952
221,-.8135276,-2.494212,.0284267,.003919,.9993471,1.495943,.477619,.9876004,2,-.9990114,1,1,1,12.0892,9.69542,3.016548,3.037952
222,-1.291161,-2.492779,.0243258,.0010729,1.440482,1.597131,.148017,.972162,45,2.15133,1,1,1,12.0892,9.69542,3.016548,3.037952
223,0,1.5619,0,.2245726,0,1.50716,0,.6670498,26,1.062786,1,0,1,12.0892,9.69542,3.016548,3.037952
224,2.417541,0,.5545457,0,1.688325,0,.8120614,0,7,2.326056,1,1,0,12.0892,9.69542,3.016548,3.037952
225,0,-3.118871,0,.0002971,0,1.597131,0,.3312329,45,.859345,1,0,1,12.0892,9.69542,3.016548,3.037952
226,-2.548337,-.2244722,.0006524,.0450581,1.853332,1.395871,.3359413,.2988296,36,1.808705,1,1,1,12.0892,9.69542,3.016548,3.037952
227,.266175,0,.0922317,0,1.29275,0,.8958697,0,15,1.477362,1,1,0,12.0892,9.69542,3.016548,3.037952
228,4.154153,-1.634616,.4130815,.0022555,1.515736,1.712312,.6273252,.7552252,21,-2.407707,1,1,1,12.0892,9.69542,3.016548,3.037952
229,-3.795966,0,.0000499,0,1.408412,0,.9088328,0,19,2.805597,1,1,0,12.0892,9.69542,3.016548,3.037952
230,-1.659067,0,.0002025,0,2.049694,0,.2057981,0,41,-2.872619,1,1,0,12.0892,9.69542,3.016548,3.037952
231,-1.166773,0,.0006554,0,3.215047,0,.4104462,0,40,.278364,1,1,0,12.0892,9.69542,3.016548,3.037952
232,3.889981,0,.3568111,0,1.581192,0,.7954856,0,35,.5197144,1,1,0,12.0892,9.69542,3.016548,3.037952
233,4.877242,-3.086531,.6433886,.0003246,1.543918,1.757742,.6089423,.9957088,33,-2.155876,1,1,1,12.0892,9.69542,3.016548,3.037952
234,0,2.471744,0,.5188648,0,1.263355,0,.2496541,55,-2.272727,1,0,1,12.0892,9.69542,3.016548,3.037952
235,-2.840561,-.2884863,4.07e-06,.0146179,4.061109,2.039063,.5171268,.8555821,17,-2.368161,1,1,1,12.0892,9.69542,3.016548,3.037952
236,-2.023086,0,.0014881,0,2.162823,0,.0248897,0,8,.2660264,1,1,0,12.0892,9.69542,3.016548,3.037952
237,0,-3.806477,0,.000039,0,2.097891,0,.5096213,47,.1035013,1,0,1,12.0892,9.69542,3.016548,3.037952
238,0,3.812982,0,.4159495,0,1.539772,0,.7081272,44,.0366186,1,0,1,12.0892,9.69542,3.016548,3.037952
239,.6712762,0,.2989497,0,1.263769,0,.1379923,0,50,-1.596085,1,1,0,12.0892,9.69542,3.016548,3.037952
240,0,0,0,0,0,0,0,0,46,-.9409136,1,0,0,12.0892,9.69542,3.016548,3.037952
241,0,0,0,0,0,0,0,0,31,1.010183,1,0,0,12.0892,9.69542,3.016548,3.037952
242,-4.836833,-3.200745,.0000407,.0031442,1.263769,1.300185,.9028504,.5052193,50,2.128613,1,1,1,12.0892,9.69542,3.016548,3.037952
243,-2.264254,0,.0017319,0,2.175318,0,.7499486,0,6,2.052003,1,1,0,12.0892,9.69542,3.016548,3.037952
244,3.41385,-2.939739,.6684584,.0000809,1.880693,1.487718,.8939829,.9892955,31,.192253,1,1,1,12.0892,9.69542,3.016548,3.037952
245,3.81264,4.638508,.0442234,.7198581,3.689959,1.913254,.6922446,.8137356,38,1.138201,1,1,1,12.0892,9.69542,3.016548,3.037952
246,-1.026081,-.7076769,.0003973,.0139039,2.173529,1.00054,.8763759,.4623003,43,.3896504,1,1,1,12.0892,9.69542,3.016548,3.037952
247,-4.485478,-.8956447,.0000405,.0041521,1.503581,2.223533,.1503353,.6896488,46,-1.641354,1,1,1,12.0892,9.69542,3.016548,3.037952
248,-4.992873,.6804783,1.33e-06,.0073975,2.834084,2.615286,.8603125,.5618455,11,-.6486499,1,1,1,12.0892,9.69542,3.016548,3.037952
249,4.220573,4.073942,.6029636,.3109908,3.04175,1.577091,.5293594,.2734296,20,2.552003,1,1,1,12.0892,9.69542,3.016548,3.037952
250,-.0810328,2.091686,.0008585,.607916,1.515736,1.712312,.0076516,.4388352,21,-2.51703,1,1,1,12.0892,9.69542,3.016548,3.037952
251,0,0,0,0,0,0,0,0,36,-1.255308,1,0,0,12.0892,9.69542,3.016548,3.037952
252,.0703737,0,.0129199,0,2.834084,0,.3460808,0,11,1.599594,1,1,0,12.0892,9.69542,3.016548,3.037952
253,.0336398,0,.0146162,0,3.689959,0,.4472437,0,38,1.716539,1,1,0,12.0892,9.69542,3.016548,3.037952
254,0,0,0,0,0,0,0,0,36,-1.533121,1,0,0,12.0892,9.69542,3.016548,3.037952
255,1.197429,0,.0227623,0,2.689761,0,.2559384,0,58,-2.746228,1,1,0,12.0892,9.69542,3.016548,3.037952
256,0,0,0,0,0,0,0,0,10,1.860996,1,0,0,12.0892,9.69542,3.016548,3.037952
257,0,0,0,0,0,0,0,0,59,1.173339,1,0,0,12.0892,9.69542,3.016548,3.037952
258,-.3875701,0,.0002385,0,4.061109,0,.9357206,0,17,-1.551082,1,1,0,12.0892,9.69542,3.016548,3.037952
259,1.818602,-3.638744,.0126456,.0002893,3.144795,2.187471,.3581119,.3312505,49,-2.487987,1,1,1,12.0892,9.69542,3.016548,3.037952
260,.6172703,-3.1335,.0229543,.0000362,1.318672,2.097891,.2721968,.2171391,47,.4009974,1,1,1,12.0892,9.69542,3.016548,3.037952
261,-2.883859,-2.08305,.0000714,.0100995,2.162823,.9466388,.6242099,.4192187,8,-.6551238,1,1,1,12.0892,9.69542,3.016548,3.037952
262,3.438828,0,.6369966,0,1.813945,0,.2149148,0,52,-.2824274,1,1,0,12.0892,9.69542,3.016548,3.037952
263,4.472149,0,.8520504,0,2.049694,0,.2604198,0,41,1.136359,1,1,0,12.0892,9.69542,3.016548,3.037952
264,-2.350123,-4.731222,.0016348,.0001347,1.515736,1.712312,.0376495,.4276462,21,-.5570064,1,1,1,12.0892,9.69542,3.016548,3.037952
265,-3.564425,2.324356,.0000985,.1334165,1.440482,1.597131,.8051334,.707353,45,2.175596,1,1,1,12.0892,9.69542,3.016548,3.037952
266,2.779728,4.341538,.1567206,.7453434,1.503581,2.223533,.3058496,.7690002,46,2.912399,1,1,1,12.0892,9.69542,3.016548,3.037952
267,-1.072363,0,.002223,0,1.408412,0,.2916165,0,19,-2.312832,1,1,0,12.0892,9.69542,3.016548,3.037952
268,-1.613803,0,.0028071,0,2.175318,0,.1451808,0,6,-.6752533,1,1,0,12.0892,9.69542,3.016548,3.037952
269,0,0,0,0,0,0,0,0,55,-1.340904,1,0,0,12.0892,9.69542,3.016548,3.037952
270,3.428803,0,.3634893,0,1.561964,0,.5135815,0,39,-.2473286,1,1,0,12.0892,9.69542,3.016548,3.037952
271,0,0,0,0,0,0,0,0,38,.6974597,1,0,0,12.0892,9.69542,3.016548,3.037952
272,0,-.332056,0,.0161336,0,1.307828,0,.4936721,57,.3029813,1,0,1,12.0892,9.69542,3.016548,3.037952
273,0,-2.530289,0,.0021236,0,1.61873,0,.6114265,24,1.750449,1,0,1,12.0892,9.69542,3.016548,3.037952
274,2.834585,0,.4763162,0,1.744955,0,.2256611,0,51,-.0233136,1,1,0,12.0892,9.69542,3.016548,3.037952
275,-3.260077,0,.0011052,0,2.162823,0,.9481482,0,8,2.221037,1,1,0,12.0892,9.69542,3.016548,3.037952
276,-2.093064,-2.772835,.0003194,.001687,1.664243,1.61873,.291436,.3796302,24,-.9568447,1,1,1,12.0892,9.69542,3.016548,3.037952
277,0,0,0,0,0,0,0,0,24,-1.90635,1,0,0,12.0892,9.69542,3.016548,3.037952
278,2.309144,-3.699842,.5145763,.0000374,1.263769,1.300185,.3007861,.2085206,50,-1.04033,1,1,1,12.0892,9.69542,3.016548,3.037952
279,-.6098291,-2.791593,.0002506,.0013177,3.04175,1.577091,.6792327,.8789766,20,-1.491567,1,1,1,12.0892,9.69542,3.016548,3.037952
280,-1.392508,0,.0007278,0,1.543918,0,.5461272,0,33,-.4834624,1,1,0,12.0892,9.69542,3.016548,3.037952
281,-4.960243,0,6.87e-06,0,2.268338,0,.2429074,0,25,-2.55133,1,1,0,12.0892,9.69542,3.016548,3.037952
282,-4.532578,2.034063,.0000465,.1355727,2.049694,1.014534,.6094313,.4116202,41,.0210068,1,1,1,12.0892,9.69542,3.016548,3.037952
283,0,-2.264048,0,.0029178,0,1.577091,0,.7650054,20,.9308417,1,0,1,12.0892,9.69542,3.016548,3.037952
284,4.312176,3.681934,.4363565,.496646,1.138756,1.316534,.504001,.3133667,42,-1.356356,1,1,1,12.0892,9.69542,3.016548,3.037952
285,-.8644847,0,.0000488,0,4.061109,0,.735368,0,17,-2.546116,1,1,0,12.0892,9.69542,3.016548,3.037952
286,-4.257349,0,.0000833,0,1.503581,0,.6784956,0,46,1.756403,1,1,0,12.0892,9.69542,3.016548,3.037952
287,.5396453,2.587923,.0198165,.4386523,2.175318,3.186317,.0362182,.2012518,6,2.868087,1,1,1,12.0892,9.69542,3.016548,3.037952
288,0,0,0,0,0,0,0,0,54,-2.324266,1,0,0,12.0892,9.69542,3.016548,3.037952
289,-.6714736,0,.0046085,0,1.688325,0,.5561277,0,7,-2.381987,1,1,0,12.0892,9.69542,3.016548,3.037952
290,-3.681002,0,.0001027,0,3.144795,0,.3845177,0,49,.8310083,1,1,0,12.0892,9.69542,3.016548,3.037952
291,4.555027,0,.4785086,0,1.66165,0,.7006211,0,18,-.5587224,1,1,0,12.0892,9.69542,3.016548,3.037952
292,-3.660073,-.3315902,.0003511,.0014665,2.175318,3.186317,.2469642,.5877209,6,.2265505,1,1,1,12.0892,9.69542,3.016548,3.037952
293,.0580759,0,.0728927,0,1.543918,0,.912322,0,33,2.557322,1,1,0,12.0892,9.69542,3.016548,3.037952
294,-3.287262,3.218608,.0003076,.4608438,1.387304,1.979503,.7988535,.9143417,9,1.17159,1,1,1,12.0892,9.69542,3.016548,3.037952
295,2.851609,0,.3417701,0,1.503581,0,.6575527,0,46,-1.870597,1,1,0,12.0892,9.69542,3.016548,3.037952
296,2.749757,.5651287,.0196757,.0158667,3.142282,1.199866,.1165146,.5534447,54,-1.238073,1,1,1,12.0892,9.69542,3.016548,3.037952
297,.2771741,.7673961,.1426465,.4039728,4.061109,2.039063,.6179168,.5928698,17,2.992353,1,1,1,12.0892,9.69542,3.016548,3.037952
298,-3.29299,0,.00024,0,1.226078,0,.3438521,0,60,-.0300766,1,1,0,12.0892,9.69542,3.016548,3.037952
299,-2.766461,0,.0005034,0,2.285909,0,.0874635,0,44,-.521102,1,1,0,12.0892,9.69542,3.016548,3.037952
300,0,0,0,0,0,0,0,0,57,2.735327,1,0,0,12.0892,9.69542,3.016548,3.037952
