market,zone,inc_mu,inc_sig,firm,x,share,p,mc,active,micro1,micro2
169,15,-.437565,1,1,2.86669,.4993948,1.29275,.1914989,1,12.0892,3.016548
169,15,-.437565,1,2,0,0,0,0,0,9.69542,3.037952
170,44,2.063603,1,1,-4.220294,.0000462,2.285909,.5185127,1,12.0892,3.016548
170,44,2.063603,1,2,1.510853,.3460537,1.539772,.3300219,1,9.69542,3.037952
171,17,-1.903951,1,1,0,0,0,0,0,12.0892,3.016548
171,17,-1.903951,1,2,0,0,0,0,0,9.69542,3.037952
172,15,1.345825,1,1,-.6487236,.0080083,1.29275,.5004034,1,12.0892,3.016548
172,15,1.345825,1,2,0,0,0,0,0,9.69542,3.037952
173,53,-2.039536,1,1,.850033,.1294969,1.537274,.455236,1,12.0892,3.016548
173,53,-2.039536,1,2,0,0,0,0,0,9.69542,3.037952
174,44,1.680897,1,1,3.731779,.6139391,2.285909,.9638922,1,12.0892,3.016548
174,44,1.680897,1,2,0,0,0,0,0,9.69542,3.037952
175,23,2.069836,1,1,1.932209,.3019888,1.880046,.4708565,1,12.0892,3.016548
175,23,2.069836,1,2,-4.531088,.0000777,.9985468,.6542537,1,9.69542,3.037952
176,1,-.7878691,1,1,3.862465,.4697861,1.677043,.7321741,1,12.0892,3.016548
176,1,-.7878691,1,2,0,0,0,0,0,9.69542,3.037952
177,49,2.936164,1,1,1.12104,.3928711,3.144795,.3602411,1,12.0892,3.016548
177,49,2.936164,1,2,0,0,0,0,0,9.69542,3.037952
178,38,2.816038,1,1,2.279274,.3134875,3.689959,.4112377,1,12.0892,3.016548
178,38,2.816038,1,2,0,0,0,0,0,9.69542,3.037952
179,15,2.810623,1,1,-1.321186,.0333415,1.29275,.840829,1,12.0892,3.016548
179,15,2.810623,1,2,-3.591088,.0001691,1.396256,.9455832,1,9.69542,3.037952
180,21,-1.364416,1,1,-2.357553,.0002021,1.515736,.3216642,1,12.0892,3.016548
180,21,-1.364416,1,2,0,0,0,0,0,9.69542,3.037952
181,26,-1.264544,1,1,0,0,0,0,0,12.0892,3.016548
181,26,-1.264544,1,2,0,0,0,0,0,9.69542,3.037952
182,30,1.520562,1,1,0,0,0,0,0,12.0892,3.016548
182,30,1.520562,1,2,4.400258,.7324017,2.460344,.4307189,1,9.69542,3.037952
183,27,1.590536,1,1,4.063686,.1686605,2.506603,.8686479,1,12.0892,3.016548
183,27,1.590536,1,2,4.731621,.6420311,2.61161,.9656652,1,9.69542,3.037952
184,37,-.961311,1,1,.8217975,.0174897,1.761158,.5597209,1,12.0892,3.016548
184,37,-.961311,1,2,0,0,0,0,0,9.69542,3.037952
185,56,-2.196093,1,1,3.063097,.4389919,1.389676,.0770882,1,12.0892,3.016548
185,56,-2.196093,1,2,1.967553,.0586914,1.628214,.4491081,1,9.69542,3.037952
186,51,1.866486,1,1,3.382971,.5073462,1.744955,.1756437,1,12.0892,3.016548
186,51,1.866486,1,2,0,0,0,0,0,9.69542,3.037952
187,25,-2.373647,1,1,4.1845,.2132085,2.268338,.5891948,1,12.0892,3.016548
187,25,-2.373647,1,2,0,0,0,0,0,9.69542,3.037952
188,48,.8607315,1,1,0,0,0,0,0,12.0892,3.016548
188,48,.8607315,1,2,0,0,0,0,0,9.69542,3.037952
189,4,1.702537,1,1,-4.771453,3.64e-06,2.243272,.4798182,1,12.0892,3.016548
189,4,1.702537,1,2,-2.529436,.002805,.9864069,.344385,1,9.69542,3.037952
190,51,-.9600493,1,1,0,0,0,0,0,12.0892,3.016548
190,51,-.9600493,1,2,0,0,0,0,0,9.69542,3.037952
191,40,.8463991,1,1,4.788329,.7902882,3.215047,.5944863,1,12.0892,3.016548
191,40,.8463991,1,2,0,0,0,0,0,9.69542,3.037952
192,49,-2.84174,1,1,0,0,0,0,0,12.0892,3.016548
192,49,-2.84174,1,2,-1.51355,.0010507,2.187471,.8395341,1,9.69542,3.037952
193,34,-1.412977,1,1,-4.675953,.0000699,1.232656,.9666222,1,12.0892,3.016548
193,34,-1.412977,1,2,0,0,0,0,0,9.69542,3.037952
194,30,.1693237,1,1,-3.439354,.0000521,2.825035,.2817417,1,12.0892,3.016548
194,30,.1693237,1,2,-.9221594,.0005613,2.460344,.5750527,1,9.69542,3.037952
195,32,2.736757,1,1,1.162839,.3335661,2.354135,.3865592,1,12.0892,3.016548
195,32,2.736757,1,2,-1.602528,.018638,1.627568,.2923613,1,9.69542,3.037952
196,4,.0216195,1,1,0,0,0,0,0,12.0892,3.016548
196,4,.0216195,1,2,0,0,0,0,0,9.69542,3.037952
197,30,-1.922137,1,1,-1.723472,.0003285,2.825035,.7540821,1,12.0892,3.016548
197,30,-1.922137,1,2,0,0,0,0,0,9.69542,3.037952
198,10,1.924141,1,1,2.846455,.6556595,1.541668,.139736,1,12.0892,3.016548
198,10,1.924141,1,2,-4.320275,5.58e-06,1.505718,.5259187,1,9.69542,3.037952
199,33,2.49119,1,1,1.762517,.5590612,1.543918,.4523814,1,12.0892,3.016548
199,33,2.49119,1,2,0,0,0,0,0,9.69542,3.037952
200,39,-1.712542,1,1,.0131285,.0090676,1.561964,.0689218,1,12.0892,3.016548
200,39,-1.712542,1,2,1.184532,.264862,1.385112,.7004982,1,9.69542,3.037952
201,26,-1.935751,1,1,2.607862,.2634532,1.03133,.3371142,1,12.0892,3.016548
201,26,-1.935751,1,2,0,0,0,0,0,9.69542,3.037952
202,30,.8629291,1,1,0,0,0,0,0,12.0892,3.016548
202,30,.8629291,1,2,0,0,0,0,0,9.69542,3.037952
203,54,-1.793163,1,1,-1.546127,.0001066,3.142282,.5872867,1,12.0892,3.016548
203,54,-1.793163,1,2,0,0,0,0,0,9.69542,3.037952
204,5,-2.249678,1,1,4.625164,.732354,1.941485,.788268,1,12.0892,3.016548
204,5,-2.249678,1,2,0,0,0,0,0,9.69542,3.037952
205,19,-.5576681,1,1,-4.930052,.0001043,1.408412,.2770487,1,12.0892,3.016548
205,19,-.5576681,1,2,1.822015,.1546269,1.268405,.3162862,1,9.69542,3.037952
206,48,2.641689,1,1,2.69108,.6880471,3.515329,.4542406,1,12.0892,3.016548
206,48,2.641689,1,2,-3.79348,.0000525,1.569901,.5385222,1,9.69542,3.037952
207,48,2.658361,1,1,2.036353,.4983133,3.515329,.7136164,1,12.0892,3.016548
207,48,2.658361,1,2,-4.103105,.000203,1.569901,.3733094,1,9.69542,3.037952
208,19,.6737751,1,1,2.617739,.2311876,1.408412,.4987544,1,12.0892,3.016548
208,19,.6737751,1,2,1.917025,.298552,1.268405,.4371171,1,9.69542,3.037952
209,17,-2.818169,1,1,-.582284,.0001558,4.061109,.5600898,1,12.0892,3.016548
209,17,-2.818169,1,2,-1.127808,.0015957,2.039063,.684235,1,9.69542,3.037952
210,6,-1.655216,1,1,1.279551,.0033041,2.175318,.8368444,1,12.0892,3.016548
210,6,-1.655216,1,2,0,0,0,0,0,9.69542,3.037952
211,12,2.029662,1,1,-3.848222,.0003013,.9799215,.5576236,1,12.0892,3.016548
211,12,2.029662,1,2,.7893622,.1224941,1.062716,.4908278,1,9.69542,3.037952
212,56,-1.269895,1,1,0,0,0,0,0,12.0892,3.016548
212,56,-1.269895,1,2,4.361556,.4073737,1.628214,.9236745,1,9.69542,3.037952
213,23,-2.185174,1,1,3.983485,.4475903,1.880046,.9502176,1,12.0892,3.016548
213,23,-2.185174,1,2,0,0,0,0,0,9.69542,3.037952
214,54,2.925377,1,1,2.574047,.532885,3.142282,.2161711,1,12.0892,3.016548
214,54,2.925377,1,2,0,0,0,0,0,9.69542,3.037952
215,24,.1261604,1,1,0,0,0,0,0,12.0892,3.016548
215,24,.1261604,1,2,-2.645479,.0009779,1.61873,.2551546,1,9.69542,3.037952
216,25,2.177169,1,1,-2.365885,.0005917,2.268338,.5129808,1,12.0892,3.016548
216,25,2.177169,1,2,2.835381,.5739949,2.493777,.3769691,1,9.69542,3.037952
217,56,.8969994,1,1,3.064025,.6481313,1.389676,.2384741,1,12.0892,3.016548
217,56,.8969994,1,2,0,0,0,0,0,9.69542,3.037952
218,57,2.842678,1,1,0,0,0,0,0,12.0892,3.016548
218,57,2.842678,1,2,0,0,0,0,0,9.69542,3.037952
219,8,-.1192807,1,1,-1.723899,.0025125,2.162823,.9761939,1,12.0892,3.016548
219,8,-.1192807,1,2,0,0,0,0,0,9.69542,3.037952
220,25,1.998577,1,1,3.585289,.5354773,2.268338,.1861379,1,12.0892,3.016548
220,25,1.998577,1,2,0,0,0,0,0,9.69542,3.037952
221,2,-.9990114,1,1,-.8135276,.0284267,.9993471,.477619,1,12.0892,3.016548
221,2,-.9990114,1,2,-2.494212,.003919,1.495943,.9876004,1,9.69542,3.037952
222,45,2.15133,1,1,-1.291161,.0243258,1.440482,.148017,1,12.0892,3.016548
222,45,2.15133,1,2,-2.492779,.0010729,1.597131,.972162,1,9.69542,3.037952
223,26,1.062786,1,1,0,0,0,0,0,12.0892,3.016548
223,26,1.062786,1,2,1.5619,.2245726,1.50716,.6670498,1,9.69542,3.037952
224,7,2.326056,1,1,2.417541,.5545457,1.688325,.8120614,1,12.0892,3.016548
224,7,2.326056,1,2,0,0,0,0,0,9.69542,3.037952
225,45,.859345,1,1,0,0,0,0,0,12.0892,3.016548
225,45,.859345,1,2,-3.118871,.0002971,1.597131,.3312329,1,9.69542,3.037952
226,36,1.808705,1,1,-2.548337,.0006524,1.853332,.3359413,1,12.0892,3.016548
226,36,1.808705,1,2,-.2244722,.0450581,1.395871,.2988296,1,9.69542,3.037952
227,15,1.477362,1,1,.266175,.0922317,1.29275,.8958697,1,12.0892,3.016548
227,15,1.477362,1,2,0,0,0,0,0,9.69542,3.037952
228,21,-2.407707,1,1,4.154153,.4130815,1.515736,.6273252,1,12.0892,3.016548
228,21,-2.407707,1,2,-1.634616,.0022555,1.712312,.7552252,1,9.69542,3.037952
229,19,2.805597,1,1,-3.795966,.0000499,1.408412,.9088328,1,12.0892,3.016548
229,19,2.805597,1,2,0,0,0,0,0,9.69542,3.037952
230,41,-2.872619,1,1,-1.659067,.0002025,2.049694,.2057981,1,12.0892,3.016548
230,41,-2.872619,1,2,0,0,0,0,0,9.69542,3.037952
231,40,.278364,1,1,-1.166773,.0006554,3.215047,.4104462,1,12.0892,3.016548
231,40,.278364,1,2,0,0,0,0,0,9.69542,3.037952
232,35,.5197144,1,1,3.889981,.3568111,1.581192,.7954856,1,12.0892,3.016548
232,35,.5197144,1,2,0,0,0,0,0,9.69542,3.037952
233,33,-2.155876,1,1,4.877242,.6433886,1.543918,.6089423,1,12.0892,3.016548
233,33,-2.155876,1,2,-3.086531,.0003246,1.757742,.9957088,1,9.69542,3.037952
234,55,-2.272727,1,1,0,0,0,0,0,12.0892,3.016548
234,55,-2.272727,1,2,2.471744,.5188648,1.263355,.2496541,1,9.69542,3.037952
235,17,-2.368161,1,1,-2.840561,4.07e-06,4.061109,.5171268,1,12.0892,3.016548
235,17,-2.368161,1,2,-.2884863,.0146179,2.039063,.8555821,1,9.69542,3.037952
236,8,.2660264,1,1,-2.023086,.0014881,2.162823,.0248897,1,12.0892,3.016548
236,8,.2660264,1,2,0,0,0,0,0,9.69542,3.037952
237,47,.1035013,1,1,0,0,0,0,0,12.0892,3.016548
237,47,.1035013,1,2,-3.806477,.000039,2.097891,.5096213,1,9.69542,3.037952
238,44,.0366186,1,1,0,0,0,0,0,12.0892,3.016548
238,44,.0366186,1,2,3.812982,.4159495,1.539772,.7081272,1,9.69542,3.037952
239,50,-1.596085,1,1,.6712762,.2989497,1.263769,.1379923,1,12.0892,3.016548
239,50,-1.596085,1,2,0,0,0,0,0,9.69542,3.037952
240,46,-.9409136,1,1,0,0,0,0,0,12.0892,3.016548
240,46,-.9409136,1,2,0,0,0,0,0,9.69542,3.037952
241,31,1.010183,1,1,0,0,0,0,0,12.0892,3.016548
241,31,1.010183,1,2,0,0,0,0,0,9.69542,3.037952
242,50,2.128613,1,1,-4.836833,.0000407,1.263769,.9028504,1,12.0892,3.016548
242,50,2.128613,1,2,-3.200745,.0031442,1.300185,.5052193,1,9.69542,3.037952
243,6,2.052003,1,1,-2.264254,.0017319,2.175318,.7499486,1,12.0892,3.016548
243,6,2.052003,1,2,0,0,0,0,0,9.69542,3.037952
244,31,.192253,1,1,3.41385,.6684584,1.880693,.8939829,1,12.0892,3.016548
244,31,.192253,1,2,-2.939739,.0000809,1.487718,.9892955,1,9.69542,3.037952
245,38,1.138201,1,1,3.81264,.0442234,3.689959,.6922446,1,12.0892,3.016548
245,38,1.138201,1,2,4.638508,.7198581,1.913254,.8137356,1,9.69542,3.037952
246,43,.3896504,1,1,-1.026081,.0003973,2.173529,.8763759,1,12.0892,3.016548
246,43,.3896504,1,2,-.7076769,.0139039,1.00054,.4623003,1,9.69542,3.037952
247,46,-1.641354,1,1,-4.485478,.0000405,1.503581,.1503353,1,12.0892,3.016548
247,46,-1.641354,1,2,-.8956447,.0041521,2.223533,.6896488,1,9.69542,3.037952
248,11,-.6486499,1,1,-4.992873,1.33e-06,2.834084,.8603125,1,12.0892,3.016548
248,11,-.6486499,1,2,.6804783,.0073975,2.615286,.5618455,1,9.69542,3.037952
249,20,2.552003,1,1,4.220573,.6029636,3.04175,.5293594,1,12.0892,3.016548
249,20,2.552003,1,2,4.073942,.3109908,1.577091,.2734296,1,9.69542,3.037952
250,21,-2.51703,1,1,-.0810328,.0008585,1.515736,.0076516,1,12.0892,3.016548
250,21,-2.51703,1,2,2.091686,.607916,1.712312,.4388352,1,9.69542,3.037952
251,36,-1.255308,1,1,0,0,0,0,0,12.0892,3.016548
251,36,-1.255308,1,2,0,0,0,0,0,9.69542,3.037952
252,11,1.599594,1,1,.0703737,.0129199,2.834084,.3460808,1,12.0892,3.016548
252,11,1.599594,1,2,0,0,0,0,0,9.69542,3.037952
253,38,1.716539,1,1,.0336398,.0146162,3.689959,.4472437,1,12.0892,3.016548
253,38,1.716539,1,2,0,0,0,0,0,9.69542,3.037952
254,36,-1.533121,1,1,0,0,0,0,0,12.0892,3.016548
254,36,-1.533121,1,2,0,0,0,0,0,9.69542,3.037952
255,58,-2.746228,1,1,1.197429,.0227623,2.689761,.2559384,1,12.0892,3.016548
255,58,-2.746228,1,2,0,0,0,0,0,9.69542,3.037952
256,10,1.860996,1,1,0,0,0,0,0,12.0892,3.016548
256,10,1.860996,1,2,0,0,0,0,0,9.69542,3.037952
257,59,1.173339,1,1,0,0,0,0,0,12.0892,3.016548
257,59,1.173339,1,2,0,0,0,0,0,9.69542,3.037952
258,17,-1.551082,1,1,-.3875701,.0002385,4.061109,.9357206,1,12.0892,3.016548
258,17,-1.551082,1,2,0,0,0,0,0,9.69542,3.037952
259,49,-2.487987,1,1,1.818602,.0126456,3.144795,.3581119,1,12.0892,3.016548
259,49,-2.487987,1,2,-3.638744,.0002893,2.187471,.3312505,1,9.69542,3.037952
260,47,.4009974,1,1,.6172703,.0229543,1.318672,.2721968,1,12.0892,3.016548
260,47,.4009974,1,2,-3.1335,.0000362,2.097891,.2171391,1,9.69542,3.037952
261,8,-.6551238,1,1,-2.883859,.0000714,2.162823,.6242099,1,12.0892,3.016548
261,8,-.6551238,1,2,-2.08305,.0100995,.9466388,.4192187,1,9.69542,3.037952
262,52,-.2824274,1,1,3.438828,.6369966,1.813945,.2149148,1,12.0892,3.016548
262,52,-.2824274,1,2,0,0,0,0,0,9.69542,3.037952
263,41,1.136359,1,1,4.472149,.8520504,2.049694,.2604198,1,12.0892,3.016548
263,41,1.136359,1,2,0,0,0,0,0,9.69542,3.037952
264,21,-.5570064,1,1,-2.350123,.0016348,1.515736,.0376495,1,12.0892,3.016548
264,21,-.5570064,1,2,-4.731222,.0001347,1.712312,.4276462,1,9.69542,3.037952
265,45,2.175596,1,1,-3.564425,.0000985,1.440482,.8051334,1,12.0892,3.016548
265,45,2.175596,1,2,2.324356,.1334165,1.597131,.707353,1,9.69542,3.037952
266,46,2.912399,1,1,2.779728,.1567206,1.503581,.3058496,1,12.0892,3.016548
266,46,2.912399,1,2,4.341538,.7453434,2.223533,.7690002,1,9.69542,3.037952
267,19,-2.312832,1,1,-1.072363,.002223,1.408412,.2916165,1,12.0892,3.016548
267,19,-2.312832,1,2,0,0,0,0,0,9.69542,3.037952
268,6,-.6752533,1,1,-1.613803,.0028071,2.175318,.1451808,1,12.0892,3.016548
268,6,-.6752533,1,2,0,0,0,0,0,9.69542,3.037952
269,55,-1.340904,1,1,0,0,0,0,0,12.0892,3.016548
269,55,-1.340904,1,2,0,0,0,0,0,9.69542,3.037952
270,39,-.2473286,1,1,3.428803,.3634893,1.561964,.5135815,1,12.0892,3.016548
270,39,-.2473286,1,2,0,0,0,0,0,9.69542,3.037952
271,38,.6974597,1,1,0,0,0,0,0,12.0892,3.016548
271,38,.6974597,1,2,0,0,0,0,0,9.69542,3.037952
272,57,.3029813,1,1,0,0,0,0,0,12.0892,3.016548
272,57,.3029813,1,2,-.332056,.0161336,1.307828,.4936721,1,9.69542,3.037952
273,24,1.750449,1,1,0,0,0,0,0,12.0892,3.016548
273,24,1.750449,1,2,-2.530289,.0021236,1.61873,.6114265,1,9.69542,3.037952
274,51,-.0233136,1,1,2.834585,.4763162,1.744955,.2256611,1,12.0892,3.016548
274,51,-.0233136,1,2,0,0,0,0,0,9.69542,3.037952
275,8,2.221037,1,1,-3.260077,.0011052,2.162823,.9481482,1,12.0892,3.016548
275,8,2.221037,1,2,0,0,0,0,0,9.69542,3.037952
276,24,-.9568447,1,1,-2.093064,.0003194,1.664243,.291436,1,12.0892,3.016548
276,24,-.9568447,1,2,-2.772835,.001687,1.61873,.3796302,1,9.69542,3.037952
277,24,-1.90635,1,1,0,0,0,0,0,12.0892,3.016548
277,24,-1.90635,1,2,0,0,0,0,0,9.69542,3.037952
278,50,-1.04033,1,1,2.309144,.5145763,1.263769,.3007861,1,12.0892,3.016548
278,50,-1.04033,1,2,-3.699842,.0000374,1.300185,.2085206,1,9.69542,3.037952
279,20,-1.491567,1,1,-.6098291,.0002506,3.04175,.6792327,1,12.0892,3.016548
279,20,-1.491567,1,2,-2.791593,.0013177,1.577091,.8789766,1,9.69542,3.037952
280,33,-.4834624,1,1,-1.392508,.0007278,1.543918,.5461272,1,12.0892,3.016548
280,33,-.4834624,1,2,0,0,0,0,0,9.69542,3.037952
281,25,-2.55133,1,1,-4.960243,6.87e-06,2.268338,.2429074,1,12.0892,3.016548
281,25,-2.55133,1,2,0,0,0,0,0,9.69542,3.037952
282,41,.0210068,1,1,-4.532578,.0000465,2.049694,.6094313,1,12.0892,3.016548
282,41,.0210068,1,2,2.034063,.1355727,1.014534,.4116202,1,9.69542,3.037952
283,20,.9308417,1,1,0,0,0,0,0,12.0892,3.016548
283,20,.9308417,1,2,-2.264048,.0029178,1.577091,.7650054,1,9.69542,3.037952
284,42,-1.356356,1,1,4.312176,.4363565,1.138756,.504001,1,12.0892,3.016548
284,42,-1.356356,1,2,3.681934,.496646,1.316534,.3133667,1,9.69542,3.037952
285,17,-2.546116,1,1,-.8644847,.0000488,4.061109,.735368,1,12.0892,3.016548
285,17,-2.546116,1,2,0,0,0,0,0,9.69542,3.037952
286,46,1.756403,1,1,-4.257349,.0000833,1.503581,.6784956,1,12.0892,3.016548
286,46,1.756403,1,2,0,0,0,0,0,9.69542,3.037952
287,6,2.868087,1,1,.5396453,.0198165,2.175318,.0362182,1,12.0892,3.016548
287,6,2.868087,1,2,2.587923,.4386523,3.186317,.2012518,1,9.69542,3.037952
288,54,-2.324266,1,1,0,0,0,0,0,12.0892,3.016548
288,54,-2.324266,1,2,0,0,0,0,0,9.69542,3.037952
289,7,-2.381987,1,1,-.6714736,.0046085,1.688325,.5561277,1,12.0892,3.016548
289,7,-2.381987,1,2,0,0,0,0,0,9.69542,3.037952
290,49,.8310083,1,1,-3.681002,.0001027,3.144795,.3845177,1,12.0892,3.016548
290,49,.8310083,1,2,0,0,0,0,0,9.69542,3.037952
291,18,-.5587224,1,1,4.555027,.4785086,1.66165,.7006211,1,12.0892,3.016548
291,18,-.5587224,1,2,0,0,0,0,0,9.69542,3.037952
292,6,.2265505,1,1,-3.660073,.0003511,2.175318,.2469642,1,12.0892,3.016548
292,6,.2265505,1,2,-.3315902,.0014665,3.186317,.5877209,1,9.69542,3.037952
293,33,2.557322,1,1,.0580759,.0728927,1.543918,.912322,1,12.0892,3.016548
293,33,2.557322,1,2,0,0,0,0,0,9.69542,3.037952
294,9,1.17159,1,1,-3.287262,.0003076,1.387304,.7988535,1,12.0892,3.016548
294,9,1.17159,1,2,3.218608,.4608438,1.979503,.9143417,1,9.69542,3.037952
295,46,-1.870597,1,1,2.851609,.3417701,1.503581,.6575527,1,12.0892,3.016548
295,46,-1.870597,1,2,0,0,0,0,0,9.69542,3.037952
296,54,-1.238073,1,1,2.749757,.0196757,3.142282,.1165146,1,12.0892,3.016548
296,54,-1.238073,1,2,.5651287,.0158667,1.199866,.5534447,1,9.69542,3.037952
297,17,2.992353,1,1,.2771741,.1426465,4.061109,.6179168,1,12.0892,3.016548
297,17,2.992353,1,2,.7673961,.4039728,2.039063,.5928698,1,9.69542,3.037952
298,60,-.0300766,1,1,-3.29299,.00024,1.226078,.3438521,1,12.0892,3.016548
298,60,-.0300766,1,2,0,0,0,0,0,9.69542,3.037952
299,44,-.521102,1,1,-2.766461,.0005034,2.285909,.0874635,1,12.0892,3.016548
299,44,-.521102,1,2,0,0,0,0,0,9.69542,3.037952
300,57,2.735327,1,1,0,0,0,0,0,12.0892,3.016548
300,57,2.735327,1,2,0,0,0,0,0,9.69542,3.037952
